,거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부,도로명지상지하코드,history_date,history_price,graph_history_date,graph_history_price,max_price,min_price_from_2019,code,y,x
0,"34,000",중개거래,2019,2023,함양로,01206,00071,48870,00,3346025,함양읍 교산리,0257,0000,48870,25024,1,함양웰가센트뷰,3,24,48870-107,84.9506,경남 함양군,257,48870,2,23.03.28,O,,"['2019-06-05', '2019-06-20', '2019-09-02', '2019-11-21', '2020-07-10', '2020-07-20', '2020-07-30', '2020-08-20', '2020-08-28', '2020-09-15', '2021-01-29', '2022-03-18', '2023-02-27', '2023-03-24', '2023-03-24']","['25999', '26400', '27000', '26000', '25250', '28200', '29300', '25250', '30000', '26052', '31000', '35500', '35500', '34000', '34000']","['2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04', '2014-05', '2014-06', '2014-07', '2014-08', '2014-09', '2014-10', '2014-11', '2014-12', '2015-01', '2015-02', '2015-03', '2015-04', '2015-05', '2015-06', '2015-07', '2015-08', '2015-09', '2015-10', '2015-11', '2015-12', '2016-01', '2016-02', '2016-03', '2016-04', '2016-05', '2016-06', '2016-07', '2016-08', '2016-09', '2016-10', '2016-11', '2016-12', '2017-01', '2017-02', '2017-03', '2017-04', '2017-05', '2017-06', '2017-07', '2017-08', '2017-09', '2017-10', '2017-11', '2017-12', '2018-01', '2018-02', '2018-03', '2018-04', '2018-05', '2018-06', '2018-07', '2018-08', '2018-09', '2018-10', '2018-11', '2018-12', '2019-01', '2019-02', '2019-03', '2019-04', '2019-05', '2019-06', '2019-07', '2019-08', '2019-09', '2019-10', '2019-11', '2019-12', '2020-01', '2020-02', '2020-03', '2020-04', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26199.5, 26199.5, 26199.5, 27000.0, 27000.0, 26000.0, 26000.0, 26000.0, 26000.0, 26000.0, 26000.0, 26000.0, 26000.0, 27583.333333333332, 27625.0, 26052.0, 26052.0, 26052.0, 26052.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 34000.0, 34000.0]","['2022-03-18', '35500']","['2020-07-10', '25250']",116456,35.52645,127.73292
1,"34,000",중개거래,2019,2023,함양로,01206,00071,48870,00,3346025,함양읍 교산리,0257,0000,48870,25024,1,함양웰가센트뷰,3,24,48870-107,84.9506,경남 함양군,257,48870,2,,,,"['2019-06-05', '2019-06-20', '2019-09-02', '2019-11-21', '2020-07-10', '2020-07-20', '2020-07-30', '2020-08-20', '2020-08-28', '2020-09-15', '2021-01-29', '2022-03-18', '2023-02-27', '2023-03-24', '2023-03-24']","['25999', '26400', '27000', '26000', '25250', '28200', '29300', '25250', '30000', '26052', '31000', '35500', '35500', '34000', '34000']","['2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04', '2014-05', '2014-06', '2014-07', '2014-08', '2014-09', '2014-10', '2014-11', '2014-12', '2015-01', '2015-02', '2015-03', '2015-04', '2015-05', '2015-06', '2015-07', '2015-08', '2015-09', '2015-10', '2015-11', '2015-12', '2016-01', '2016-02', '2016-03', '2016-04', '2016-05', '2016-06', '2016-07', '2016-08', '2016-09', '2016-10', '2016-11', '2016-12', '2017-01', '2017-02', '2017-03', '2017-04', '2017-05', '2017-06', '2017-07', '2017-08', '2017-09', '2017-10', '2017-11', '2017-12', '2018-01', '2018-02', '2018-03', '2018-04', '2018-05', '2018-06', '2018-07', '2018-08', '2018-09', '2018-10', '2018-11', '2018-12', '2019-01', '2019-02', '2019-03', '2019-04', '2019-05', '2019-06', '2019-07', '2019-08', '2019-09', '2019-10', '2019-11', '2019-12', '2020-01', '2020-02', '2020-03', '2020-04', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26199.5, 26199.5, 26199.5, 27000.0, 27000.0, 26000.0, 26000.0, 26000.0, 26000.0, 26000.0, 26000.0, 26000.0, 26000.0, 27583.333333333332, 27625.0, 26052.0, 26052.0, 26052.0, 26052.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 31000.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 35500.0, 34000.0, 34000.0]","['2022-03-18', '35500']","['2020-07-10', '25250']",116456,35.52645,127.73292
2,"32,000",중개거래,2007,2023,교산중앙길,00023,00000,48870,01,4838046,함양읍 교산리,0155,0000,48870,25024,1,라비두스,3,25,48870-72,84.979,경남 함양군,155,48870,13,,,0,"['2012-08-13', '2012-12-16', '2013-04-24', '2013-05-22', '2013-07-12', '2013-09-12', '2014-04-02', '2015-06-09', '2015-08-03', '2016-05-09', '2016-08-11', '2016-08-30', '2016-12-06', '2017-08-22', '2019-03-11', '2019-07-06', '2019-09-18', '2019-11-26', '2020-04-06', '2020-09-03', '2020-11-15', '2020-11-25', '2022-04-05', '2022-06-13', '2023-01-19', '2023-02-04']","['19000', '17100', '18000', '18500', '19700', '19750', '19800', '20000', '20000', '22700', '24000', '24300', '22000', '22700', '20800', '22200', '23000', '24900', '19500', '21500', '22000', '22000', '24000', '25000', '23250', '23800']","['2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04', '2014-05', '2014-06', '2014-07', '2014-08', '2014-09', '2014-10', '2014-11', '2014-12', '2015-01', '2015-02', '2015-03', '2015-04', '2015-05', '2015-06', '2015-07', '2015-08', '2015-09', '2015-10', '2015-11', '2015-12', '2016-01', '2016-02', '2016-03', '2016-04', '2016-05', '2016-06', '2016-07', '2016-08', '2016-09', '2016-10', '2016-11', '2016-12', '2017-01', '2017-02', '2017-03', '2017-04', '2017-05', '2017-06', '2017-07', '2017-08', '2017-09', '2017-10', '2017-11', '2017-12', '2018-01', '2018-02', '2018-03', '2018-04', '2018-05', '2018-06', '2018-07', '2018-08', '2018-09', '2018-10', '2018-11', '2018-12', '2019-01', '2019-02', '2019-03', '2019-04', '2019-05', '2019-06', '2019-07', '2019-08', '2019-09', '2019-10', '2019-11', '2019-12', '2020-01', '2020-02', '2020-03', '2020-04', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04']","[0, 0, 0, 0, 0, 0, 0, 19000.0, 19000.0, 19000.0, 19000.0, 17100.0, 17100.0, 17100.0, 17100.0, 18000.0, 18500.0, 18500.0, 19700.0, 19700.0, 19750.0, 19750.0, 19750.0, 19750.0, 19750.0, 19750.0, 19750.0, 19800.0, 19800.0, 19800.0, 19800.0, 19800.0, 19800.0, 19800.0, 19800.0, 19800.0, 19800.0, 19800.0, 19800.0, 19800.0, 19800.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 22700.0, 22700.0, 22700.0, 24150.0, 24150.0, 24150.0, 24150.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 22700.0, 20800.0, 20800.0, 20800.0, 20800.0, 22200.0, 22200.0, 23000.0, 23000.0, 24900.0, 24900.0, 24900.0, 24900.0, 24900.0, 19500.0, 19500.0, 19500.0, 19500.0, 19500.0, 21500.0, 21500.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 22000.0, 24000.0, 24000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 25000.0, 23250.0, 23800.0, 23800.0, 23800.0]","['2022-06-13', '25000']","['2020-04-06', '19500']",,,
3,"30,500",중개거래,2019,2023,함양로,01206,00071,48870,00,3346025,함양읍 교산리,0257,0000,48870,25024,1,함양웰가센트뷰,3,28,48870-107,73.8663,경남 함양군,257,48870,15,,,,"['2020-01-09', '2020-01-16', '2020-01-31', '2020-02-06', '2020-05-15', '2020-05-25', '2020-08-21', '2020-09-10', '2020-10-08', '2021-01-11', '2021-02-27', '2021-04-04', '2021-06-19', '2021-06-22', '2021-08-17', '2021-09-01', '2021-09-08', '2022-03-27', '2023-03-28']","['22762', '22150', '21860', '22800', '22762', '22762', '28500', '22162', '22162', '25000', '24800', '24300', '28500', '27500', '27500', '28000', '28000', '27000', '30500']","['2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04', '2014-05', '2014-06', '2014-07', '2014-08', '2014-09', '2014-10', '2014-11', '2014-12', '2015-01', '2015-02', '2015-03', '2015-04', '2015-05', '2015-06', '2015-07', '2015-08', '2015-09', '2015-10', '2015-11', '2015-12', '2016-01', '2016-02', '2016-03', '2016-04', '2016-05', '2016-06', '2016-07', '2016-08', '2016-09', '2016-10', '2016-11', '2016-12', '2017-01', '2017-02', '2017-03', '2017-04', '2017-05', '2017-06', '2017-07', '2017-08', '2017-09', '2017-10', '2017-11', '2017-12', '2018-01', '2018-02', '2018-03', '2018-04', '2018-05', '2018-06', '2018-07', '2018-08', '2018-09', '2018-10', '2018-11', '2018-12', '2019-01', '2019-02', '2019-03', '2019-04', '2019-05', '2019-06', '2019-07', '2019-08', '2019-09', '2019-10', '2019-11', '2019-12', '2020-01', '2020-02', '2020-03', '2020-04', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22257.333333333332, 22800.0, 22800.0, 22800.0, 22762.0, 22762.0, 22762.0, 28500.0, 22162.0, 22162.0, 22162.0, 22162.0, 25000.0, 24800.0, 24800.0, 24300.0, 24300.0, 28000.0, 28000.0, 27500.0, 28000.0, 28000.0, 28000.0, 28000.0, 28000.0, 28000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 30500.0, 30500.0]","['2023-03-28', '30500']","['2020-01-31', '21860']",116456,35.52645,127.73292
4,"7,200",직거래,2003,2023,화산길,00015,00000,48870,01,4838490,수동면 화산리,1252,0001,48870,34021,1,대성빌라트,3,6,48870-19,84.15,,1252-1,48870,2,,,0,"['2015-06-23', '2017-05-04', '2021-08-03', '2023-03-06']","['9250', '7000', '7200', '7200']","['2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04', '2014-05', '2014-06', '2014-07', '2014-08', '2014-09', '2014-10', '2014-11', '2014-12', '2015-01', '2015-02', '2015-03', '2015-04', '2015-05', '2015-06', '2015-07', '2015-08', '2015-09', '2015-10', '2015-11', '2015-12', '2016-01', '2016-02', '2016-03', '2016-04', '2016-05', '2016-06', '2016-07', '2016-08', '2016-09', '2016-10', '2016-11', '2016-12', '2017-01', '2017-02', '2017-03', '2017-04', '2017-05', '2017-06', '2017-07', '2017-08', '2017-09', '2017-10', '2017-11', '2017-12', '2018-01', '2018-02', '2018-03', '2018-04', '2018-05', '2018-06', '2018-07', '2018-08', '2018-09', '2018-10', '2018-11', '2018-12', '2019-01', '2019-02', '2019-03', '2019-04', '2019-05', '2019-06', '2019-07', '2019-08', '2019-09', '2019-10', '2019-11', '2019-12', '2020-01', '2020-02', '2020-03', '2020-04', '2020-05', '2020-06', '2020-07', '2020-08', '2020-09', '2020-10', '2020-11', '2020-12', '2021-01', '2021-02', '2021-03', '2021-04', '2021-05', '2021-06', '2021-07', '2021-08', '2021-09', '2021-10', '2021-11', '2021-12', '2022-01', '2022-02', '2022-03', '2022-04', '2022-05', '2022-06', '2022-07', '2022-08', '2022-09', '2022-10', '2022-11', '2022-12', '2023-01', '2023-02', '2023-03', '2023-04']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 9250.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7000.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0, 7200.0]","['2015-06-23', '9250']","['2021-08-03', '7200']",,,
