,°Å·¡±Ý¾×,°Å·¡À¯Çü,°ÇÃà³âµµ,³â,µµ·Î¸í,µµ·Î¸í°Ç¹°º»¹øÈ£ÄÚµå,µµ·Î¸í°Ç¹°ºÎ¹øÈ£ÄÚµå,µµ·Î¸í½Ã±º±¸ÄÚµå,µµ·Î¸íÀÏ·Ã¹øÈ£ÄÚµå,µµ·Î¸íÁö»óÁöÇÏÄÚµå,µµ·Î¸íÄÚµå,¹ýÁ¤µ¿,¹ýÁ¤µ¿º»¹øÄÚµå,¹ýÁ¤µ¿ºÎ¹øÄÚµå,¹ýÁ¤µ¿½Ã±º±¸ÄÚµå,¹ýÁ¤µ¿À¾¸éµ¿ÄÚµå,¹ýÁ¤µ¿Áö¹øÄÚµå,¾ÆÆÄÆ®,¿ù,ÀÏ,ÀÏ·Ã¹øÈ£,Àü¿ë¸éÀû,Áß°³»ç¼ÒÀçÁö,Áö¹ø,Áö¿ªÄÚµå,Ãþ,ÇØÁ¦»çÀ¯¹ß»ýÀÏ,ÇØÁ¦¿©ºÎ
17,"14,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,10,18,42770-87,84.941,,593,42770,3,,
18,"14,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,10,19,42770-87,84.941,,593,42770,11,,
19,"14,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,10,20,42770-87,84.941,,593,42770,10,,
20,"14,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,10,30,42770-87,84.941,,593,42770,4,,
21,"2,000",,1986,2013,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,10,25,42770-10,39.72,,590-1,42770,2,,
22,"2,350",,1992,2013,¸Ö¹Ì±æ,00033,00000,42770,01,0,4487110,³²¸é ¹«¸ª¸®,0530,0000,42770,32022,1,¸Ö¹ÌÁÖ°ø,10,30,42770-9,39.6,,530,42770,5,,
23,"6,000",,2001,2013,¼Û°è10±æ,00021,00000,42770,01,0,4487214,ÀÓ°è¸é ¼Û°è¸®,0661,0000,42770,35025,1,³«¿ø,10,28,42770-24,84.5139,,661,42770,3,,
0,"3,200",,1990,2013,Á¤¼±·Î,01182,00000,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0772,0002,42770,25022,1,ºÏ½ÇÁÖ°ø,11,4,42770-1,39.69,,772-2,42770,2,,
1,"13,400",,1998,2013,Á¤¼±·Î,01245,00011,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0745,0001,42770,25022,1,Çö´ë,11,14,42770-3,84.93,,745-1,42770,3,,
2,"9,000",,1998,2013,Á¤¼±·Î,01245,00011,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0745,0001,42770,25022,1,Çö´ë,11,19,42770-3,59.86,,745-1,42770,6,,
3,"10,200",,1998,2013,Á¤¼±·Î,01245,00011,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0745,0001,42770,25022,1,Çö´ë,11,27,42770-3,84.93,,745-1,42770,2,,
4,"3,000",,1990,2013,Á¤¼±·Î,01182,00000,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0772,0002,42770,25022,1,ºÏ½ÇÁÖ°ø,11,28,42770-1,39.3,,772-2,42770,1,,
5,"9,400",,2003,2013,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,11,4,42770-15,59.93,,294-3,42770,12,,
6,"2,750",,1991,2013,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,11,5,42770-7,39.69,,435-5,42770,1,,
7,"3,000",,1991,2013,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,11,6,42770-7,39.3,,435-5,42770,3,,
8,"2,000",,1991,2013,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,11,7,42770-7,39.69,,435-5,42770,5,,
9,"2,700",,1991,2013,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,11,7,42770-7,39.69,,435-5,42770,4,,
10,"16,000",,2003,2013,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,11,14,42770-15,84.97,,294-3,42770,5,,
11,"12,200",,2003,2013,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,11,20,42770-15,84.97,,294-3,42770,1,,
12,"13,500",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,1,42770-87,84.941,,593,42770,1,,
13,"14,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,2,42770-87,84.941,,593,42770,4,,
14,"14,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,7,42770-87,84.941,,593,42770,1,,
15,"14,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,14,42770-87,84.941,,593,42770,9,,
16,"11,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,14,42770-87,84.941,,593,42770,9,,
17,"14,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,14,42770-87,84.941,,593,42770,10,,
18,"14,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,20,42770-87,84.941,,593,42770,3,,
19,"14,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,20,42770-87,84.941,,593,42770,4,,
20,"14,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,20,42770-87,84.941,,593,42770,4,,
21,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,1,,
22,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,9,,
23,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,8,,
24,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,7,,
25,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,7,,
26,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,6,,
27,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,3,,
28,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,1,,
29,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,1,,
30,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,10,,
31,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,9,,
32,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,9,,
33,"12,000",,2011,2013,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,11,29,42770-87,84.941,,593,42770,5,,
34,"1,800",,1986,2013,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,11,11,42770-10,39.72,,590-1,42770,5,,
35,"2,500",,1992,2013,¸Ö¹Ì±æ,00033,00000,42770,01,0,4487110,³²¸é ¹«¸ª¸®,0530,0000,42770,32022,1,¸Ö¹ÌÁÖ°ø,11,27,42770-9,39.6,,530,42770,1,,
36,"2,700",,1992,2013,¸Ö¹Ì±æ,00033,00000,42770,01,0,4487110,³²¸é ¹«¸ª¸®,0530,0000,42770,32022,1,¸Ö¹ÌÁÖ°ø,11,27,42770-9,39.99,,530,42770,4,,
37,"3,600",,1991,2013,¼ºÀç±æ,00006,00000,42770,01,0,4487205,ÀÓ°è¸é ºÀ»ê¸®,0238,0010,42770,35026,1,µ¿»ê,11,12,42770-12,59.64,,238-10,42770,5,,
0,"4,100",,1989,2013,º´¹æÄ¡±æ,00007,00000,42770,01,0,4487138,Á¤¼±À¾ ºÏ½Ç¸®,0628,0000,42770,25022,1,¾Æ¸®¶û,12,3,42770-2,46.8,,628,42770,5,,
1,"4,000",,1989,2013,º´¹æÄ¡±æ,00007,00000,42770,01,0,4487138,Á¤¼±À¾ ºÏ½Ç¸®,0628,0000,42770,25022,1,¾Æ¸®¶û,12,19,42770-2,46.8,,628,42770,1,,
2,"4,300",,1990,2013,Á¤¼±·Î,01182,00000,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0772,0002,42770,25022,1,ºÏ½ÇÁÖ°ø,12,24,42770-1,39.69,,772-2,42770,4,,
3,"3,400",,1990,2013,Á¤¼±·Î,01182,00000,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0772,0002,42770,25022,1,ºÏ½ÇÁÖ°ø,12,26,42770-1,39.3,,772-2,42770,4,,
4,"2,950",,1984,2013,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0001,42770,25622,1,µµ»ç°îÁÖ°ø1,12,2,42770-6,45.85,,435-1,42770,3,,
5,"8,400",,2002,2013,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,12,2,42770-21,59.93,,302,42770,12,,
6,"3,200",,1991,2013,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,12,11,42770-7,39.69,,435-5,42770,2,,
7,"8,500",,2002,2013,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,12,23,42770-21,59.93,,302,42770,3,,
8,"1,600",,1984,2013,»õ°ñ±æ,00070,00000,42770,01,0,4487187,½Åµ¿À¾ Á¶µ¿¸®,0144,0000,42770,25923,1,ÇÔ¹é¾ÆÆÄÆ®,12,31,42770-13,40.45,,144,42770,2,,
9,"2,500",,1986,2013,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,12,16,42770-10,39.72,,590-1,42770,1,,
10,"2,500",,1986,2013,ÁöÀåÃµ·Î,00076,00000,42770,03,0,3229024,³²¸é ¹«¸ª¸®,0590,0001,42770,32022,1,¹¬»êÁÖ°ø,12,16,42770-10,39.72,,590-1,42770,4,,
11,"6,000",,2001,2013,¼Û°è10±æ,00021,00000,42770,01,0,4487214,ÀÓ°è¸é ¼Û°è¸®,0661,0000,42770,35025,1,³«¿ø,12,11,42770-24,84.5139,,661,42770,1,,
0,"3,550",,1990,2014,Á¤¼±·Î,01182,00000,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0772,0002,42770,25022,1,ºÏ½ÇÁÖ°ø,1,2,42770-1,39.69,,772-2,42770,4,,
1,"17,402",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,1,14,42770-98,84.8649,,830,42770,7,,
2,"15,672",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,1,14,42770-98,72.1243,,830,42770,10,,
3,"15,672",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,1,14,42770-98,72.1243,,830,42770,9,,
4,"15,672",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,1,14,42770-98,72.1243,,830,42770,7,,
5,"15,672",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,1,15,42770-98,72.1243,,830,42770,7,,
6,"8,400",,1997,2014,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,1,17,42770-4,59.66,,746-6,42770,11,,
7,"8,500",,1997,2014,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,1,22,42770-4,59.66,,746-6,42770,8,,
8,"17,497",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,1,23,42770-98,84.8878,,830,42770,7,,
9,"4,000",,1990,2014,Á¤¼±·Î,01182,00000,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0772,0002,42770,25022,1,ºÏ½ÇÁÖ°ø,1,24,42770-1,39.3,,772-2,42770,2,,
10,"3,100",,1997,2014,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,1,24,42770-4,31.58,,746-6,42770,14,,
11,"13,500",,1998,2014,Á¤¼±·Î,01245,00011,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0745,0001,42770,25022,1,Çö´ë,1,28,42770-3,84.93,,745-1,42770,4,,
12,275,,1987,2014,°íÇÑ7±æ,00015,00000,42770,01,0,4487024,°íÇÑÀ¾ °íÇÑ¸®,0001,0017,42770,25321,2,»ïºÀ,1,13,42770-73,52.75,,»ê1-17,42770,5,,
13,"8,300",,2002,2014,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,1,7,42770-21,59.93,,302,42770,2,,
14,"11,000",,2003,2014,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,1,14,42770-15,59.93,,294-3,42770,1,,
15,"7,500",,2003,2014,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,1,14,42770-15,59.93,,294-3,42770,9,,
16,"9,200",,2002,2014,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,1,16,42770-21,59.93,,302,42770,14,,
17,"8,600",,2002,2014,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,1,21,42770-21,59.97,,302,42770,7,,
18,"8,300",,2002,2014,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,1,22,42770-21,59.93,,302,42770,6,,
0,"17,402",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,2,3,42770-98,84.8649,,830,42770,6,,
1,"15,672",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,2,3,42770-98,72.1243,,830,42770,7,,
2,"4,000",,1989,2014,º´¹æÄ¡±æ,00007,00000,42770,01,0,4487138,Á¤¼±À¾ ºÏ½Ç¸®,0628,0000,42770,25022,1,¾Æ¸®¶û,2,5,42770-2,46.8,,628,42770,3,,
3,"17,402",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,2,5,42770-98,84.8649,,830,42770,12,,
4,"15,672",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,2,5,42770-98,72.1243,,830,42770,3,,
5,"4,100",,1990,2014,Á¤¼±·Î,01182,00000,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0772,0002,42770,25022,1,ºÏ½ÇÁÖ°ø,2,10,42770-1,39.69,,772-2,42770,1,,
6,"17,402",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,2,10,42770-98,84.8649,,830,42770,5,,
7,"8,500",,1997,2014,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,2,17,42770-4,59.66,,746-6,42770,10,,
8,"17,497",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,2,17,42770-98,84.8878,,830,42770,9,,
9,"8,100",,1997,2014,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,2,21,42770-4,59.66,,746-6,42770,18,,
10,"17,497",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,2,24,42770-98,84.8878,,830,42770,13,,
11,"15,324",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,2,24,42770-98,72.1243,,830,42770,3,,
12,"4,100",,1990,2014,Á¤¼±·Î,01182,00000,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0772,0002,42770,25022,1,ºÏ½ÇÁÖ°ø,2,26,42770-1,39.3,,772-2,42770,1,,
13,"3,000",,1991,2014,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,2,3,42770-7,39.3,,435-5,42770,3,,
14,"12,300",,2003,2014,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,2,4,42770-15,84.97,,294-3,42770,1,,
15,"14,060",,2003,2014,ÆÄ¶û»õ±æ,00010,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0294,0003,42770,25622,1,»çºÏ¼±¸í2Â÷,2,10,42770-15,84.97,,294-3,42770,8,,
16,"2,800",,1984,2014,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0001,42770,25622,1,µµ»ç°îÁÖ°ø1,2,18,42770-6,45.72,,435-1,42770,4,,
17,"9,100",,2002,2014,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,2,21,42770-21,59.97,,302,42770,8,,
18,"1,500",,1984,2014,»õ°ñ±æ,00070,00000,42770,01,0,4487187,½Åµ¿À¾ Á¶µ¿¸®,0144,0000,42770,25923,1,ÇÔ¹é¾ÆÆÄÆ®,2,19,42770-13,40.45,,144,42770,3,,
19,"14,000",,2011,2014,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,2,6,42770-87,84.941,,593,42770,4,,
20,"14,000",,2011,2014,º°¾î°î2±æ,00037,00000,42770,01,0,4487136,³²¸é ¹®°î¸®,0593,0000,42770,32021,1,Á¤¼±¼ö·Á¾È,2,11,42770-87,84.941,,593,42770,4,,
21,"2,950",,1992,2014,¸Ö¹Ì±æ,00033,00000,42770,01,0,4487110,³²¸é ¹«¸ª¸®,0530,0000,42770,32022,1,¸Ö¹ÌÁÖ°ø,2,25,42770-9,39.6,,530,42770,3,,
22,"3,000",,1991,2014,¼ºÀç±æ,00006,00000,42770,01,0,4487205,ÀÓ°è¸é ºÀ»ê¸®,0238,0010,42770,35026,1,µ¿»ê,2,10,42770-12,59.64,,238-10,42770,4,,
23,"4,300",,1993,2014,°í¾ç·Î,00012,00000,42770,01,0,3229003,¿©·®¸é ¿©·®¸®,0320,0000,42770,37021,1,¼ºµµ,2,20,42770-11,58.62,,320,42770,5,,
0,"5,410",,1998,2014,³ì¼Û5±æ,00042,00000,42770,01,0,4487068,Á¤¼±À¾ ºÀ¾ç¸®,0047,0002,42770,25021,1,±Ý±¤¾ÆÆÄÆ®,3,25,42770-16,60,,47-2,42770,2,,
1,"5,330",,1998,2014,³ì¼Û5±æ,00042,00000,42770,01,0,4487068,Á¤¼±À¾ ºÀ¾ç¸®,0047,0002,42770,25021,1,±Ý±¤¾ÆÆÄÆ®,3,25,42770-16,60,,47-2,42770,5,,
2,"5,622",,1998,2014,³ì¼Û5±æ,00042,00000,42770,01,0,4487068,Á¤¼±À¾ ºÀ¾ç¸®,0047,0002,42770,25021,1,±Ý±¤¾ÆÆÄÆ®,3,25,42770-16,60,,47-2,42770,3,,
3,"15,672",,2012,2014,¿ë´ã±æ,00063,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0830,0000,42770,25022,1,ºÏ½Ç¸¶·ç,3,3,42770-98,72.1243,,830,42770,4,,
4,"3,600",,1993,2014,¿ë´ã±æ,00071,00000,42770,01,0,4487293,Á¤¼±À¾ ºÏ½Ç¸®,0617,0001,42770,25022,1,ºÏ½Ç±¤¿ø(ÅÂÃ¢),3,13,42770-17,44.64,,617-1,42770,1,,
5,"4,000",,1997,2014,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,3,18,42770-4,49.23,,746-6,42770,9,,
6,"3,600",,1990,2014,Á¤¼±·Î,01182,00000,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0772,0002,42770,25022,1,ºÏ½ÇÁÖ°ø,3,20,42770-1,39.3,,772-2,42770,1,,
7,"2,100",,1989,2014,º´¹æÄ¡±æ,00007,00000,42770,01,0,4487138,Á¤¼±À¾ ºÏ½Ç¸®,0628,0000,42770,25022,1,¾Æ¸®¶û,3,20,42770-2,46.8,,628,42770,2,,
8,"5,850",,1997,2014,Á¤¼±·Î,01245,00006,42770,01,0,3229023,Á¤¼±À¾ ºÏ½Ç¸®,0746,0006,42770,25022,1,¹Ì¼Òºô,3,20,42770-4,49.23,,746-6,42770,18,,
9,"8,900",,2002,2014,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,3,4,42770-21,59.93,,302,42770,12,,
10,"1,400",,1989,2014,ºÏÀÏ¾È±æ,00051,00000,42770,01,0,4487157,»çºÏÀ¾ »çºÏ¸®,0229,0003,42770,25622,1,¿µµ¿,3,6,42770-8,40,,229-3,42770,2,,
11,"8,500",,2002,2014,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,3,6,42770-21,59.97,,302,42770,6,,
12,"3,000",,1991,2014,µµ»ç°î±æ,00021,00000,42770,01,0,4487084,»çºÏÀ¾ »çºÏ¸®,0435,0005,42770,25622,1,µµ»ç°îÁÖ°ø2,3,10,42770-7,39.3,,435-5,42770,1,,
13,"7,200",,2002,2014,ÆÄ¶û»õ±æ,00030,00000,42770,01,0,4487352,»çºÏÀ¾ »çºÏ¸®,0302,0000,42770,25622,1,»çºÏ¼±¸í,3,10,42770-21,59.97,,302,42770,13,,
