,°Å·¡±Ý¾×,°Å·¡À¯Çü,°ÇÃà³âµµ,³â,µµ·Î¸í,µµ·Î¸í°Ç¹°º»¹øÈ£ÄÚµå,µµ·Î¸í°Ç¹°ºÎ¹øÈ£ÄÚµå,µµ·Î¸í½Ã±º±¸ÄÚµå,µµ·Î¸íÀÏ·Ã¹øÈ£ÄÚµå,µµ·Î¸íÁö»óÁöÇÏÄÚµå,µµ·Î¸íÄÚµå,¹ýÁ¤µ¿,¹ýÁ¤µ¿º»¹øÄÚµå,¹ýÁ¤µ¿ºÎ¹øÄÚµå,¹ýÁ¤µ¿½Ã±º±¸ÄÚµå,¹ýÁ¤µ¿À¾¸éµ¿ÄÚµå,¹ýÁ¤µ¿Áö¹øÄÚµå,¾ÆÆÄÆ®,¿ù,ÀÏ,ÀÏ·Ã¹øÈ£,Àü¿ë¸éÀû,Áß°³»ç¼ÒÀçÁö,Áö¹ø,Áö¿ªÄÚµå,Ãþ,ÇØÁ¦»çÀ¯¹ß»ýÀÏ,ÇØÁ¦¿©ºÎ
34,"4,530",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,9,28,42720-23,48.202,,155,42720,15,,
35,"4,530",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,9,28,42720-23,48.202,,155,42720,15,,
36,"4,530",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,9,30,42720-23,48.202,,155,42720,15,,
37,"4,610",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,9,30,42720-23,48.202,,155,42720,9,,
38,"4,550",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,9,30,42720-23,48.202,,155,42720,1,,
0,"16,250",,2007,2012,Èñ¸Á·Î10±æ,00019,00000,42720,01,0,4475660,È«ÃµÀ¾ Áø¸®,0050,0005,42720,25021,1,¿ìÀÏ±ÃÀü,10,18,42720-117,84.76,,50-5,42720,2,,
1,"10,000",,2007,2012,Èñ¸Á·Î3±æ,00015,00000,42720,01,0,4475668,È«ÃµÀ¾ Èñ¸Á¸®,0311,0029,42720,25023,1,°Å¸²ÇÏÀÌÃ÷ºô,10,4,42720-121,86.54,,311-29,42720,9,,
2,"6,800",,1994,2012,¸¶Áö±â·Î,00101,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0261,0003,42720,25023,1,¹ÌÁø2,10,8,42720-3,59.85,,261-3,42720,1,,
3,"9,700",,2002,2012,²É¸þ·Î1±æ,00019,00000,42720,01,0,4475095,È«ÃµÀ¾ Èñ¸Á¸®,0340,0006,42720,25023,1,¿ìÀÏ,10,15,42720-15,71.693,,340-6,42720,3,,
4,"6,000",,1994,2012,¸¶Áö±â·Î,00101,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0261,0003,42720,25023,1,¹ÌÁø2,10,20,42720-3,59.4,,261-3,42720,2,,
5,"4,350",,1990,2012,¼®È­¾È±æ2±æ,00017,00000,42720,01,0,4475360,È«ÃµÀ¾ Èñ¸Á¸®,0013,0004,42720,25023,1,¿ì½Å,10,22,42720-16,48.51,,13-4,42720,1,,
6,"7,500",,1994,2012,¸¶Áö±â·Î,00101,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0261,0003,42720,25023,1,¹ÌÁø2,10,31,42720-3,59.85,,261-3,42720,4,,
7,"5,700",,1988,2012,È«Ãµ·Î1±æ,00008,00000,42720,01,0,4475638,È«ÃµÀ¾ Èñ¸Á¸®,0398,0001,42720,25023,1,¼öÁ¤,10,31,42720-5,64.08,,398-1,42720,4,,
8,"8,850",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,10,5,42720-19,49.83,,200,42720,7,,
9,"20,500",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,10,5,42720-118,115.6689,,73,42720,6,,
10,"17,900",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,10,5,42720-118,84.8467,,73,42720,14,,
11,"12,000",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,10,5,42720-20,59.97,,222,42720,13,,
12,"10,000",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,10,5,42720-20,59.97,,222,42720,5,,
13,"15,500",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,10,10,42720-118,84.8467,,73,42720,8,,
14,"11,500",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,10,12,42720-19,59.41,,200,42720,5,,
15,"5,750",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,10,14,42720-19,39.6,,200,42720,8,,
16,"8,800",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,10,15,42720-19,49.83,,200,42720,15,,
17,"12,000",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,10,15,42720-20,59.97,,222,42720,8,,
18,"8,500",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,10,16,42720-19,49.71,,200,42720,7,,
19,"10,300",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,10,16,42720-20,51.57,,222,42720,12,,
20,"16,900",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,10,18,42720-118,84.8467,,73,42720,3,,
21,"7,900",,1992,2012,È«Ãµ·Î,00462,00000,42720,01,0,3225052,È«ÃµÀ¾ °¥¸¶°î¸®,0449,0000,42720,25024,1,ÅÂ¸²,10,19,42720-10,59.4,,449,42720,6,,
22,"17,500",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,10,22,42720-118,84.8467,,73,42720,8,,
23,"5,800",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,10,23,42720-19,39.6,,200,42720,6,,
24,"5,500",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,10,25,42720-19,39.6,,200,42720,7,,
25,"18,500",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,10,25,42720-118,84.8467,,73,42720,15,,
26,"8,500",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,10,25,42720-19,49.71,,200,42720,5,,
27,"5,950",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,10,31,42720-19,39.6,,200,42720,9,,
28,"4,600",,2008,2012,»ç¹ÌÁ¤±æ,00012,00000,42720,01,0,4475302,È«ÃµÀ¾ °¥¸¶°î¸®,0270,0055,42720,25024,1,Å©·Î¹Ù,10,31,42720-124,42.32,,270-55,42720,5,,
29,"4,500",,2008,2012,»ç¹ÌÁ¤±æ,00012,00000,42720,01,0,4475302,È«ÃµÀ¾ °¥¸¶°î¸®,0270,0055,42720,25024,1,Å©·Î¹Ù,10,31,42720-124,42.32,,270-55,42720,3,,
30,"22,500",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,10,31,42720-118,115.6689,,73,42720,9,,
31,"8,000",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,10,6,42720-21,59.81,,468-1,42720,3,,
32,"13,400",,1996,2012,¿¬ºÀÁß¾Ó·Î,00018,00000,42720,01,0,3225038,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0000,42720,25029,1,Çö´ë,10,10,42720-12,84.398,,468,42720,12,,
33,"3,800",,1989,2012,³²»ê°­º¯·Î5±æ,00003,00000,42720,01,0,4475103,È«ÃµÀ¾ ¿¬ºÀ¸®,0454,0000,42720,25029,1,»ïÈ£,10,11,42720-11,57.72,,454,42720,2,,
34,"7,900",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,10,11,42720-21,59.81,,468-1,42720,4,,
35,"18,600",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,10,14,42720-116,84.8117,,497,42720,6,,
36,"16,000",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,10,17,42720-116,84.8117,,497,42720,5,,
37,"8,100",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,10,18,42720-21,59.81,,468-1,42720,8,,
38,"17,700",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,10,25,42720-116,84.8117,,497,42720,7,,
39,"4,300",,1989,2012,³²»ê°­º¯·Î5±æ,00003,00000,42720,01,0,4475103,È«ÃµÀ¾ ¿¬ºÀ¸®,0454,0000,42720,25029,1,»ïÈ£,10,26,42720-11,40.08,,454,42720,2,,
40,"13,300",,1996,2012,¿¬ºÀÁß¾Ó·Î,00018,00000,42720,01,0,3225038,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0000,42720,25029,1,Çö´ë,10,30,42720-12,84.398,,468,42720,5,,
41,"7,000",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,10,30,42720-21,59.81,,468-1,42720,3,,
42,"4,800",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,10,11,42720-23,48.202,,155,42720,12,,
43,"4,200",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,10,12,42720-23,48.202,,155,42720,12,,
0,"11,000",,2009,2012,È«Ãµ·Î,00434,00000,42720,01,0,3225052,È«ÃµÀ¾ Áø¸®,0019,0001,42720,25021,1,¿ìÀÏ°­º¯¾ÆÆÄÆ®,11,19,42720-126,84.044,,19-1,42720,3,,
1,"4,300",,1990,2012,¼®È­¾È±æ2±æ,00017,00000,42720,01,0,4475360,È«ÃµÀ¾ Èñ¸Á¸®,0013,0004,42720,25023,1,¿ì½Å,11,16,42720-16,48.51,,13-4,42720,3,,
2,"9,000",,1992,2012,¼®È­·Î,00116,00000,42720,01,0,3225022,È«ÃµÀ¾ Èñ¸Á¸®,0043,0001,42720,25023,1,¹ÌÁø1,11,30,42720-2,84.87,,43-1,42720,6,,
3,"8,000",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,11,2,42720-20,51.57,,222,42720,10,,
4,"9,800",,1992,2012,È«Ãµ·Î,00462,00000,42720,01,0,3225052,È«ÃµÀ¾ °¥¸¶°î¸®,0449,0000,42720,25024,1,ÅÂ¸²,11,5,42720-10,84.87,,449,42720,1,,
5,"8,100",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,11,6,42720-19,49.71,,200,42720,5,,
6,"11,900",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,11,8,42720-19,59.41,,200,42720,6,,
7,"11,600",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,11,8,42720-20,59.97,,222,42720,15,,
8,"8,750",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,11,13,42720-19,49.71,,200,42720,4,,
9,"10,100",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,11,13,42720-20,51.57,,222,42720,12,,
10,"11,600",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,11,14,42720-20,59.97,,222,42720,1,,
11,"10,000",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,11,15,42720-20,51.57,,222,42720,10,,
12,"10,000",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,11,19,42720-20,51.57,,222,42720,6,,
13,"5,440",,2012,2012,³²»ê°­º¯·Î,00006,00000,42720,01,0,3225009,È«ÃµÀ¾ ¿¬ºÀ¸®,0261,0001,42720,25029,1,ÇÏÀºÅ¸¿ö,11,2,42720-133,26.64,,261-1,42720,2,,
14,"17,000",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,11,3,42720-116,84.8117,,497,42720,4,,
15,"3,700",,1989,2012,³²»ê°­º¯·Î5±æ,00003,00000,42720,01,0,4475103,È«ÃµÀ¾ ¿¬ºÀ¸®,0454,0000,42720,25029,1,»ïÈ£,11,6,42720-11,40.08,,454,42720,6,,
16,"17,400",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,11,10,42720-116,84.8117,,497,42720,5,,
17,"17,300",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,11,13,42720-116,84.8117,,497,42720,5,,
18,"13,500",,2012,2012,¿¬ºÀ¼­·Î,00016,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0202,0002,42720,25029,1,ÇÞ»ìºô¶ó1Â÷,11,15,42720-135,66.426,,202-2,42720,3,,
19,"8,200",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,11,23,42720-21,59.81,,468-1,42720,8,,
20,"4,500",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,11,7,42720-23,48.202,,155,42720,8,,
21,"4,650",,2000,2012,±¸½Ã¿ï1±æ,00025,00000,42720,01,0,4475069,È«ÃµÀ¾ ÇÏ¿À¾È¸®,0155,0000,42720,25030,1,»ïÈ£2Â÷,11,30,42720-23,48.202,,155,42720,5,,
0,"8,400",,2012,2012,½ÅÀå´ë·Î,00015,00000,42720,01,0,3225033,È«ÃµÀ¾ Èñ¸Á¸®,0395,0014,42720,25023,1,¼¼Á¾,12,5,42720-132,49.82,,395-14,42720,6,,
1,"10,200",,2012,2012,½ÅÀå´ë·Î,00015,00000,42720,01,0,3225033,È«ÃµÀ¾ Èñ¸Á¸®,0395,0014,42720,25023,1,¼¼Á¾,12,6,42720-132,57.81,,395-14,42720,4,,
2,"3,000",,1990,2012,¼®È­¾È±æ2±æ,00017,00000,42720,01,0,4475360,È«ÃµÀ¾ Èñ¸Á¸®,0013,0004,42720,25023,1,¿ì½Å,12,31,42720-16,48.51,,13-4,42720,5,,
3,"10,900",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,12,6,42720-19,59.41,,200,42720,4,,
4,"20,700",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,12,6,42720-118,115.6689,,73,42720,13,,
5,"11,900",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,12,7,42720-20,59.97,,222,42720,7,,
6,"8,350",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,12,9,42720-19,49.71,,200,42720,14,,
7,"12,000",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,12,9,42720-20,59.97,,222,42720,14,,
8,"8,000",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,12,12,42720-19,49.71,,200,42720,11,,
9,"16,550",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,12,12,42720-118,84.8467,,73,42720,4,,
10,"8,300",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,12,14,42720-19,49.71,,200,42720,10,,
11,"20,000",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,12,18,42720-118,115.6689,,73,42720,7,,
12,"9,000",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,12,20,42720-19,59.41,,200,42720,3,,
13,"12,000",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,12,20,42720-20,59.97,,222,42720,11,,
14,"8,200",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,12,21,42720-20,51.57,,222,42720,13,,
15,"16,100",,2007,2012,°¥¸¶·Î8±æ,00015,00000,42720,01,0,4475025,È«ÃµÀ¾ °¥¸¶°î¸®,0073,0000,42720,25024,1,½Å¼º¹Ì¼ÒÁöÀ½,12,22,42720-118,84.8467,,73,42720,3,,
16,"7,500",,2001,2012,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,12,24,42720-19,49.71,,200,42720,9,,
17,"6,696",,2004,2012,°¥¸¶·Î,00026,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0222,0000,42720,25024,1,ÁÖ°ø2Â÷,12,27,42720-20,51.57,,222,42720,13,,
18,"13,000",,2012,2012,°¥¸¶·Î,00040,00009,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0219,0001,42720,25024,1,¹ÌÁø¹Î¿µ,12,31,42720-138,67.1,,219-1,42720,2,,
19,"18,500",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,12,5,42720-116,84.8117,,497,42720,6,,
20,"21,400",,2006,2012,³²»ê¸¶À»±æ,00013,00001,42720,01,0,4475104,È«ÃµÀ¾ ¿¬ºÀ¸®,0497,0000,42720,25029,1,¿¬ºÀ¾ÆÀÌÆÄÅ©,12,6,42720-116,84.8117,,497,42720,15,,
21,"13,000",,2012,2012,¿¬ºÀ¼­·Î,00016,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0202,0002,42720,25029,1,ÇÞ»ìºô¶ó1Â÷,12,7,42720-135,66.426,,202-2,42720,5,,
22,"4,900",,2000,2012,¿¬ºÀ¼­·Î,00046,00000,42720,01,0,3225037,È«ÃµÀ¾ ¿¬ºÀ¸®,0468,0001,42720,25029,1,Ã»¼Ö,12,10,42720-21,59.81,,468-1,42720,1,,
23,"4,600",,1989,2012,³²»ê°­º¯·Î5±æ,00003,00000,42720,01,0,4475103,È«ÃµÀ¾ ¿¬ºÀ¸®,0454,0000,42720,25029,1,»ïÈ£,12,14,42720-11,40.08,,454,42720,4,,
0,"3,900",,1990,2013,¸¶Áö±â·Î,00064,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0112,0002,42720,25023,1,»ïº¸,1,18,42720-4,47.7,,112-2,42720,2,,
1,"5,500",,1994,2013,¸¶Áö±â·Î,00101,00000,42720,01,0,3225015,È«ÃµÀ¾ Èñ¸Á¸®,0261,0003,42720,25023,1,¹ÌÁø2,1,28,42720-3,52.2,,261-3,42720,12,,
2,"5,700",,2001,2013,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,1,2,42720-19,39.6,,200,42720,5,,
3,"5,700",,2001,2013,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,1,2,42720-19,39.6,,200,42720,8,,
4,"5,700",,2001,2013,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,1,2,42720-19,39.6,,200,42720,7,,
5,"5,700",,2001,2013,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,1,2,42720-19,39.6,,200,42720,7,,
6,"5,700",,2001,2013,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,1,2,42720-19,39.6,,200,42720,5,,
7,"5,700",,2001,2013,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,1,2,42720-19,39.6,,200,42720,5,,
8,"5,700",,2001,2013,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,1,2,42720-19,39.6,,200,42720,14,,
9,"5,700",,2001,2013,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,1,2,42720-19,39.6,,200,42720,13,,
10,"5,700",,2001,2013,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,1,2,42720-19,39.6,,200,42720,8,,
11,"15,600",,2012,2013,°¥¸¶·Î,00040,00009,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0219,0001,42720,25024,1,¹ÌÁø¹Î¿µ,1,3,42720-138,75.7,,219-1,42720,5,,
12,"8,500",,2001,2013,°¥¸¶·Î,00014,00000,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0200,0000,42720,25024,1,ÁÖ°ø1Â÷,1,14,42720-19,49.71,,200,42720,13,,
13,"10,500",,2012,2013,°¥¸¶·Î,00040,00009,42720,01,0,3225001,È«ÃµÀ¾ °¥¸¶°î¸®,0219,0001,42720,25024,1,¹ÌÁø¹Î¿µ,1,15,42720-138,70.7,,219-1,42720,13,,
