,거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부,도로명지상지하코드
0,"21,400",,2009,2012,동덕로30길,00063,00011,27110,00,4223076,동인동4가,0220,0000,27110,10400,1,동인동삼정그린코아,1,4,27110-278,84.7349,,220,27110,20,,,
1,"11,900",,1979,2012,동덕로,00109,00000,27110,03,3141005,삼덕동2가,0208,0004,27110,10600,1,아진맨션,1,17,27110-12,94.64,,208-4,27110,2,,,0
2,"9,300",,1985,2012,태평로,00177,00000,27110,03,3141011,태평로1가,0001,0187,27110,12400,1,태평라이프,1,4,27110-17,62.79,,1-187,27110,6,,,0
3,"4,900",,1985,2012,태평로,00177,00000,27110,03,3141011,태평로1가,0001,0187,27110,12400,1,태평라이프,1,10,27110-17,46.41,,1-187,27110,5,,,0
4,"3,900",,1978,2012,태평로,00205,00000,27110,03,3141011,태평로1가,0023,0001,27110,12400,1,태평,1,25,27110-16,48.6,,23-1,27110,5,,,0
5,"10,300",,2003,2012,서성로,00088,00005,27110,01,3141009,수창동,0040,0011,27110,13000,1,경진테크빌(102동),1,12,27110-52,84.9,,40-11,27110,5,,,0
6,"7,050",,1986,2012,달구벌대로,02035,00000,27110,09,2007002,동산동,0357,0000,27110,14000,1,동산맨션,1,11,27110-19,47.17,,357,27110,3,,,0
7,"6,000",,1979,2012,큰장로,00074,00000,27110,01,3141016,대신동,1535,0000,27110,15400,1,광명,1,11,27110-23,61.92,,1535,27110,5,,,0
8,"9,500",,1979,2012,큰장로,00074,00000,27110,01,3141016,대신동,1535,0000,27110,15400,1,광명,1,13,27110-23,69.09,,1535,27110,3,,,0
9,"31,150",,2006,2012,달구벌대로,01975,00000,27110,10,2007002,대신동,0305,0001,27110,15400,1,태왕아너스스카이,1,20,27110-268,131.3415,,305-1,27110,24,,,0
10,"14,900",,1992,2012,남산로4길,00091,00000,27110,01,4223039,남산동,2434,0000,27110,15600,1,송림맨션,1,2,27110-33,134.585,,2434,27110,1,,,0
11,"13,500",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,1,3,27110-30,59.96,,2466-1,27110,16,,,0
12,"26,000",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,1,3,27110-64,110.0673,,2937-1,27110,20,,,0
13,"13,500",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,1,5,27110-30,59.96,,2466-1,27110,9,,,0
14,"12,300",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,1,5,27110-64,53.4089,,2937-1,27110,2,,,0
15,"6,000",,1975,2012,중앙대로,00307,00016,27110,14,2007001,남산동,0699,0007,27110,15600,1,남문시장2지구,1,10,27110-55,68.03,,699-7,27110,5,,,0
16,"13,300",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,1,11,27110-30,59.96,,2466-1,27110,17,,,0
17,"14,000",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,1,11,27110-30,84.985,,2466-1,27110,7,,,0
18,"13,400",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,1,11,27110-30,59.96,,2466-1,27110,10,,,0
19,"18,300",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,1,13,27110-30,84.985,,2466-1,27110,18,,,0
20,"19,000",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,1,14,27110-64,69.2406,,2937-1,27110,16,,,0
21,"28,600",,2007,2012,중앙대로67길,00010,00000,27110,01,4223130,남산동,0665,0000,27110,15600,1,반월당삼정그린코아,1,14,27110-272,132.15,,665,27110,24,,,0
22,"14,000",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,1,17,27110-64,53.4089,,2937-1,27110,5,,,0
23,"24,300",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,1,18,27110-274,84.99,,2991,27110,13,,,0
24,"22,300",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,1,20,27110-64,84.9597,,2937-1,27110,16,,,0
25,"24,500",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,1,20,27110-274,84.99,,2991,27110,2,,,0
26,"14,800",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,1,21,27110-64,53.4089,,2937-1,27110,12,,,0
27,"17,800",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,1,26,27110-30,84.985,,2466-1,27110,18,,,0
28,"22,250",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,1,27,27110-274,84.99,,2991,27110,1,,,0
29,"12,800",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,1,31,27110-30,59.96,,2466-1,27110,4,,,0
30,"14,700",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,1,31,27110-64,53.4089,,2937-1,27110,20,,,0
31,"14,000",,1992,2012,남산로4길,00091,00000,27110,01,4223039,남산동,2434,0000,27110,15600,1,송림맨션,1,31,27110-33,84.965,,2434,27110,16,,,0
32,"40,700",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,1,3,27110-270,153.045,,60-10,27110,31,,,0
33,"26,250",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,1,5,27110-270,80.706,,60-10,27110,21,,,0
34,"27,700",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,1,5,27110-270,80.736,,60-10,27110,9,,,0
35,"17,500",,1986,2012,동덕로,00033,00000,27110,04,3141005,대봉동,0044,0010,27110,15700,1,청운맨션,1,6,27110-41,84.93,,44-10,27110,11,,,0
36,"25,860",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,1,10,27110-270,80.706,,60-10,27110,25,,,0
37,"17,500",,1986,2012,동덕로,00033,00000,27110,04,3141005,대봉동,0044,0010,27110,15700,1,청운맨션,1,13,27110-41,84.93,,44-10,27110,11,,,0
38,"21,500",,2006,2012,명덕로55길,00025,00000,27110,01,4223092,대봉동,0152,0024,27110,15700,1,대봉화성파크드림,1,13,27110-262,84.0484,,152-24,27110,13,,,0
39,"12,000",,1978,2012,대봉로,00254,00000,27110,02,3141012,대봉동,0055,0003,27110,15700,1,청구맨션,1,20,27110-40,84.13,,55-3,27110,7,,,0
40,"17,000",,1986,2012,동덕로,00033,00000,27110,04,3141005,대봉동,0044,0010,27110,15700,1,청운맨션,1,26,27110-41,84.93,,44-10,27110,7,,,0
41,"44,000",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,1,27,27110-270,141.466,,60-10,27110,26,,,0
42,"25,500",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,1,30,27110-270,80.736,,60-10,27110,13,,,0
0,"9,500",,1997,2012,국채보상로131길,00055,00000,27110,01,4223019,동인동1가,0033,0001,27110,10100,1,시티타운,2,13,27110-2,59.91,,33-1,27110,6,,,0
1,"9,900",,1997,2012,국채보상로131길,00055,00000,27110,01,4223019,동인동1가,0033,0001,27110,10100,1,시티타운,2,18,27110-2,59.91,,33-1,27110,11,,,0
2,"26,200",,2009,2012,동덕로30길,00063,00011,27110,00,4223076,동인동4가,0220,0000,27110,10400,1,동인동삼정그린코아,2,9,27110-278,107.9019,,220,27110,17,,,
3,"21,800",,2009,2012,동덕로30길,00063,00011,27110,00,4223076,동인동4가,0220,0000,27110,10400,1,동인동삼정그린코아,2,11,27110-278,84.9989,,220,27110,9,,,
4,"21,200",,2009,2012,동덕로30길,00063,00011,27110,00,4223076,동인동4가,0220,0000,27110,10400,1,동인동삼정그린코아,2,22,27110-278,84.7349,,220,27110,16,,,
5,"18,700",,2003,2012,공평로10길,00060,00000,27110,02,4223005,삼덕동2가,0029,0001,27110,10600,1,삼덕아이파크,2,25,27110-45,117.85,,29-1,27110,8,,,0
6,"21,900",,2006,2012,봉산문화길,00069,00000,27110,01,4223108,봉산동,0110,0000,27110,10800,1,봉산뜨란채,2,28,27110-263,75.95,,110,27110,18,,,0
7,"5,300",,1985,2012,태평로,00177,00000,27110,03,3141011,태평로1가,0001,0187,27110,12400,1,태평라이프,2,13,27110-17,46.41,,1-187,27110,4,,,0
8,"4,550",,1978,2012,태평로,00205,00000,27110,03,3141011,태평로1가,0023,0001,27110,12400,1,태평,2,16,27110-16,48.6,,23-1,27110,5,,,0
9,"9,250",,1980,2012,태평로,00129,00000,27110,09,3141011,태평로2가,0038,0004,27110,14900,1,건영맨션,2,9,27110-22,80,,38-4,27110,3,,,0
10,"24,900",,2007,2012,중앙대로67길,00010,00000,27110,01,4223130,남산동,0665,0000,27110,15600,1,반월당삼정그린코아,2,1,27110-272,102.64,,665,27110,13,,,0
11,"23,000",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,2,2,27110-64,84.9597,,2937-1,27110,9,,,0
12,"6,000",,1992,2012,남산로7길,00055,00000,27110,01,4223043,남산동,2482,0001,27110,15600,1,까치,2,3,27110-28,33.06,,2482-1,27110,8,,,0
13,"17,000",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,2,3,27110-30,84.985,,2466-1,27110,11,,,0
14,"14,800",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,2,4,27110-64,53.4089,,2937-1,27110,17,,,0
15,"24,500",,2007,2012,중앙대로67길,00010,00000,27110,01,4223130,남산동,0665,0000,27110,15600,1,반월당삼정그린코아,2,4,27110-272,84.97,,665,27110,11,,,0
16,"24,750",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,2,7,27110-274,84.99,,2991,27110,9,,,0
17,"21,000",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,2,8,27110-30,134.955,,2466-1,27110,9,,,0
18,"14,000",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,2,9,27110-30,84.985,,2466-1,27110,23,,,0
19,"12,800",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,2,10,27110-30,59.96,,2466-1,27110,1,,,0
20,"18,750",,2006,2012,중앙대로,00323,00000,27110,14,2007001,남산동,0654,0001,27110,15600,1,허브스카이,2,10,27110-264,84.88,,654-1,27110,6,,,0
21,"25,800",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,2,12,27110-274,84.99,,2991,27110,5,,,0
22,"24,000",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,2,14,27110-30,163.72,,2466-1,27110,24,,,0
23,"25,300",,2007,2012,중앙대로67길,00010,00000,27110,01,4223130,남산동,0665,0000,27110,15600,1,반월당삼정그린코아,2,15,27110-272,102.64,,665,27110,5,,,0
24,"19,300",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,2,16,27110-64,69.2406,,2937-1,27110,16,,,0
25,"8,700",,2003,2012,남산로13길,00070,00000,27110,01,4223032,남산동,2483,0001,27110,15600,1,심미한마음,2,17,27110-49,59.5487,,2483-1,27110,4,,,0
26,"21,800",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,2,17,27110-64,84.9597,,2937-1,27110,7,,,0
27,"17,900",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,2,18,27110-30,84.985,,2466-1,27110,15,,,0
28,"14,000",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,2,21,27110-30,59.96,,2466-1,27110,19,,,0
29,"14,800",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,2,21,27110-64,53.4089,,2937-1,27110,20,,,0
30,"19,000",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,2,22,27110-30,84.985,,2466-1,27110,23,,,0
31,"11,400",,2005,2012,남산로7길,00077,00000,27110,01,4223043,남산동,2482,0255,27110,15600,1,남산모던,2,23,27110-256,58.94,,2482-255,27110,7,,,0
32,"5,620",,1992,2012,남산로7길,00055,00000,27110,01,4223043,남산동,2482,0001,27110,15600,1,까치,2,27,27110-28,33.06,,2482-1,27110,11,,,0
33,"28,000",,2007,2012,중앙대로67길,00010,00000,27110,01,4223130,남산동,0665,0000,27110,15600,1,반월당삼정그린코아,2,27,27110-272,129.83,,665,27110,27,,,0
34,"14,200",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,2,28,27110-30,59.96,,2466-1,27110,13,,,0
35,"31,750",,2007,2012,중앙대로67길,00010,00000,27110,01,4223130,남산동,0665,0000,27110,15600,1,반월당삼정그린코아,2,28,27110-272,127.17,,665,27110,12,,,0
36,"15,500",,1992,2012,남산로4길,00091,00000,27110,01,4223039,남산동,2434,0000,27110,15600,1,송림맨션,2,28,27110-33,134.585,,2434,27110,1,,,0
37,"19,150",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,2,29,27110-64,69.2406,,2937-1,27110,21,,,0
38,"24,400",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,2,7,27110-270,80.706,,60-10,27110,3,,,0
39,"19,000",,1986,2012,동덕로,00033,00000,27110,04,3141005,대봉동,0044,0010,27110,15700,1,청운맨션,2,8,27110-41,105.11,,44-10,27110,13,,,0
40,"15,400",,1981,2012,명륜로,00172,00000,27110,03,3141007,대봉동,0044,0004,27110,15700,1,삼익맨션,2,11,27110-38,84.66,,44-4,27110,12,,,0
41,"25,850",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,2,11,27110-270,80.736,,60-10,27110,3,,,0
42,"22,500",,1986,2012,동덕로,00033,00000,27110,04,3141005,대봉동,0044,0010,27110,15700,1,청운맨션,2,11,27110-41,122.22,,44-10,27110,5,,,0
43,"20,200",,1986,2012,동덕로,00033,00000,27110,04,3141005,대봉동,0044,0010,27110,15700,1,청운맨션,2,13,27110-41,122.22,,44-10,27110,9,,,0
44,"45,500",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,2,16,27110-270,153.045,,60-10,27110,38,,,0
45,"28,850",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,2,18,27110-270,80.736,,60-10,27110,16,,,0
46,"19,800",,1986,2012,동덕로,00033,00000,27110,04,3141005,대봉동,0044,0010,27110,15700,1,청운맨션,2,24,27110-41,105.11,,44-10,27110,6,,,0
47,"40,000",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,2,24,27110-270,129.185,,60-10,27110,39,,,0
48,"12,600",,1978,2012,대봉로,00254,00000,27110,02,3141012,대봉동,0055,0003,27110,15700,1,청구맨션,2,27,27110-40,72.6,,55-3,27110,6,,,0
49,"38,000",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,2,27,27110-270,141.466,,60-10,27110,22,,,0
0,"10,000",,1997,2012,국채보상로131길,00055,00000,27110,01,4223019,동인동1가,0033,0001,27110,10100,1,시티타운,3,13,27110-2,59.91,,33-1,27110,13,,,0
1,"5,150",,1979,2012,태평로,00225,00000,27110,01,3141011,동인동1가,0116,0000,27110,10100,1,동인태평78,3,14,27110-1,46.15,,116,27110,4,,,0
2,"13,400",,1977,2012,동덕로38길,00100,00000,27110,02,4223078,동인동3가,0192,0000,27110,10300,1,삼익맨션,3,30,27110-9,110.05,,192,27110,5,,,0
3,"19,700",,2009,2012,동덕로30길,00063,00011,27110,00,4223076,동인동4가,0220,0000,27110,10400,1,동인동삼정그린코아,3,6,27110-278,84.7349,,220,27110,2,,,
4,"21,200",,2009,2012,동덕로30길,00063,00011,27110,00,4223076,동인동4가,0220,0000,27110,10400,1,동인동삼정그린코아,3,24,27110-278,84.7349,,220,27110,14,,,
5,"12,400",,2002,2012,공평로4길,00023,00010,27110,01,4223007,삼덕동2가,0149,0059,27110,10600,1,나누리,3,10,27110-14,83.8,,149-59,27110,4,,,0
6,"20,600",,2006,2012,봉산문화길,00069,00000,27110,01,4223108,봉산동,0110,0000,27110,10800,1,봉산뜨란채,3,16,27110-263,75.95,,110,27110,6,,,0
7,"22,500",,2006,2012,봉산문화길,00069,00000,27110,01,4223108,봉산동,0110,0000,27110,10800,1,봉산뜨란채,3,17,27110-263,75.58,,110,27110,19,,,0
8,"5,800",,1978,2012,태평로,00205,00000,27110,03,3141011,태평로1가,0023,0001,27110,12400,1,태평,3,6,27110-16,48.6,,23-1,27110,4,,,0
9,"6,900",,1985,2012,태평로,00177,00000,27110,03,3141011,태평로1가,0001,0187,27110,12400,1,태평라이프,3,22,27110-17,54.6,,1-187,27110,10,,,0
10,"14,000",,2003,2012,서성로,00088,00005,27110,01,3141009,수창동,0040,0011,27110,13000,1,경진테크빌(102동),3,5,27110-52,84.9,,40-11,27110,4,,,0
11,"12,000",,2003,2012,서성로,00088,00005,27110,01,3141009,수창동,0040,0011,27110,13000,1,경진테크빌(102동),3,14,27110-52,84.9,,40-11,27110,5,,,0
12,"9,500",,1986,2012,달구벌대로,02035,00000,27110,09,2007002,동산동,0357,0000,27110,14000,1,동산맨션,3,6,27110-19,84.87,,357,27110,10,,,0
13,"7,450",,1986,2012,달구벌대로,02035,00000,27110,09,2007002,동산동,0357,0000,27110,14000,1,동산맨션,3,21,27110-19,41.98,,357,27110,10,,,0
14,"7,550",,1986,2012,달구벌대로,02035,00000,27110,09,2007002,동산동,0357,0000,27110,14000,1,동산맨션,3,27,27110-19,47.17,,357,27110,3,,,0
15,"7,300",,1980,2012,태평로,00129,00000,27110,09,3141011,태평로2가,0038,0004,27110,14900,1,건영맨션,3,6,27110-22,80,,38-4,27110,9,,,0
16,"26,500",,2006,2012,달구벌대로,01975,00000,27110,10,2007002,대신동,0305,0001,27110,15400,1,태왕아너스스카이,3,16,27110-268,106.967,,305-1,27110,3,,,0
17,"25,000",,2006,2012,달구벌대로,01975,00000,27110,10,2007002,대신동,0305,0001,27110,15400,1,태왕아너스스카이,3,16,27110-268,84.9293,,305-1,27110,13,,,0
18,"10,500",,1979,2012,큰장로,00074,00000,27110,01,3141016,대신동,1535,0000,27110,15400,1,광명,3,19,27110-23,69.09,,1535,27110,3,,,0
19,"12,850",,1985,2012,달구벌대로,01937,00000,27110,10,2007002,대신동,1450,0000,27110,15400,1,동서,3,30,27110-24,83.06,,1450,27110,1,,,0
20,"14,900",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,3,1,27110-64,53.4089,,2937-1,27110,21,,,0
21,"25,150",,2007,2012,중앙대로67길,00010,00000,27110,01,4223130,남산동,0665,0000,27110,15600,1,반월당삼정그린코아,3,1,27110-272,102.64,,665,27110,12,,,0
22,"20,100",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,3,2,27110-64,84.9597,,2937-1,27110,1,,,0
23,"23,950",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,3,2,27110-274,76.99,,2991,27110,13,,,0
24,"27,500",,2007,2012,중앙대로67길,00010,00000,27110,01,4223130,남산동,0665,0000,27110,15600,1,반월당삼정그린코아,3,4,27110-272,129.83,,665,27110,4,,,0
25,"23,400",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,3,4,27110-274,76.99,,2991,27110,14,,,0
26,"22,200",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,3,5,27110-30,134.955,,2466-1,27110,15,,,0
27,"5,430",,1992,2012,남산로7길,00055,00000,27110,01,4223043,남산동,2482,0001,27110,15600,1,까치,3,6,27110-28,33.06,,2482-1,27110,8,,,0
28,"25,600",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,3,6,27110-274,84.99,,2991,27110,7,,,0
29,"28,000",,2007,2012,중앙대로67길,00010,00000,27110,01,4223130,남산동,0665,0000,27110,15600,1,반월당삼정그린코아,3,7,27110-272,129.83,,665,27110,12,,,0
30,"27,000",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,3,8,27110-274,108.63,,2991,27110,13,,,0
31,"25,800",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,3,10,27110-30,119.84,,2466-1,27110,19,,,0
32,"26,900",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,3,10,27110-274,84.99,,2991,27110,23,,,0
33,"18,400",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,3,11,27110-64,69.2406,,2937-1,27110,5,,,0
34,"10,750",,1992,2012,남산로7길,00080,00000,27110,01,4223043,남산동,2482,0001,27110,15600,1,까치,3,12,27110-28,59.81,,2482-1,27110,7,,,0
35,"22,300",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,3,12,27110-64,84.9597,,2937-1,27110,17,,,0
36,"25,400",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,3,12,27110-30,119.84,,2466-1,27110,18,,,0
37,"26,000",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,3,13,27110-274,84.99,,2991,27110,12,,,0
38,"17,900",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,3,14,27110-30,84.985,,2466-1,27110,14,,,0
39,"17,900",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,3,15,27110-30,84.985,,2466-1,27110,10,,,0
40,"19,200",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,3,15,27110-64,69.2406,,2937-1,27110,7,,,0
41,"13,300",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,3,16,27110-30,59.96,,2466-1,27110,10,,,0
42,"13,250",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,3,17,27110-30,59.96,,2466-1,27110,14,,,0
43,"23,500",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,3,17,27110-274,76.99,,2991,27110,19,,,0
44,"15,800",,1992,2012,남산로4길,00091,00000,27110,01,4223039,남산동,2434,0000,27110,15600,1,송림맨션,3,17,27110-33,84.965,,2434,27110,13,,,0
45,"13,350",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,3,18,27110-30,59.96,,2466-1,27110,4,,,0
46,"16,500",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,3,19,27110-30,84.985,,2466-1,27110,2,,,0
47,"13,500",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,3,19,27110-64,53.4089,,2937-1,27110,4,,,0
48,"19,300",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,3,19,27110-64,69.2406,,2937-1,27110,11,,,0
49,"6,700",,1975,2012,중앙대로,00307,00016,27110,14,2007001,남산동,0699,0007,27110,15600,1,남문시장2지구,3,21,27110-55,68.03,,699-7,27110,6,,,0
50,"26,000",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,3,21,27110-274,108.63,,2991,27110,8,,,0
51,"11,800",,1992,2012,남산로4길,00091,00000,27110,01,4223039,남산동,2434,0000,27110,15600,1,송림맨션,3,22,27110-33,59.99,,2434,27110,4,,,0
52,"23,800",,2008,2012,달구벌대로,01970,00000,27110,11,2007002,남산동,2991,0000,27110,15600,1,청라센트럴파크,3,30,27110-274,76.99,,2991,27110,14,,,0
53,"12,600",,1993,2012,남산로13길,00017,00000,27110,01,4223032,남산동,2466,0001,27110,15600,1,보성황실타운,3,31,27110-30,59.96,,2466-1,27110,3,,,0
54,"19,300",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,3,31,27110-64,69.2406,,2937-1,27110,18,,,0
55,"20,700",,2005,2012,달구벌대로,01950,00000,27110,11,2007002,남산동,2937,0001,27110,15600,1,남산그린타운,3,31,27110-64,84.9597,,2937-1,27110,6,,,0
56,"35,300",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,3,2,27110-270,129.185,,60-10,27110,26,,,0
57,"14,300",,1978,2012,대봉로,00254,00000,27110,02,3141012,대봉동,0055,0003,27110,15700,1,청구맨션,3,3,27110-40,84.13,,55-3,27110,6,,,0
58,"28,500",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,3,10,27110-270,80.736,,60-10,27110,26,,,0
59,"24,300",,1986,2012,동덕로,00033,00000,27110,04,3141005,대봉동,0044,0010,27110,15700,1,청운맨션,3,12,27110-41,128.07,,44-10,27110,7,,,0
60,"18,000",,1986,2012,동덕로,00033,00000,27110,04,3141005,대봉동,0044,0010,27110,15700,1,청운맨션,3,12,27110-41,84.93,,44-10,27110,10,,,0
61,"41,500",,2007,2012,대봉로,00260,00000,27110,02,3141012,대봉동,0060,0010,27110,15700,1,센트로팰리스,3,16,27110-270,141.466,,60-10,27110,33,,,0
62,"22,000",,2006,2012,명덕로55길,00025,00000,27110,01,4223092,대봉동,0152,0024,27110,15700,1,대봉화성파크드림,3,26,27110-262,84.0484,,152-24,27110,11,,,0
0,"5,150",,1979,2012,태평로,00225,00000,27110,01,3141011,동인동1가,0116,0000,27110,10100,1,동인태평78,4,3,27110-1,46.15,,116,27110,2,,,0
