,°Å·¡±Ý¾×,°Å·¡À¯Çü,°ÇÃà³âµµ,³â,µµ·Î¸í,µµ·Î¸í°Ç¹°º»¹øÈ£ÄÚµå,µµ·Î¸í°Ç¹°ºÎ¹øÈ£ÄÚµå,µµ·Î¸í½Ã±º±¸ÄÚµå,µµ·Î¸íÀÏ·Ã¹øÈ£ÄÚµå,µµ·Î¸íÁö»óÁöÇÏÄÚµå,µµ·Î¸íÄÚµå,¹ýÁ¤µ¿,¹ýÁ¤µ¿º»¹øÄÚµå,¹ýÁ¤µ¿ºÎ¹øÄÚµå,¹ýÁ¤µ¿½Ã±º±¸ÄÚµå,¹ýÁ¤µ¿À¾¸éµ¿ÄÚµå,¹ýÁ¤µ¿Áö¹øÄÚµå,¾ÆÆÄÆ®,¿ù,ÀÏ,ÀÏ·Ã¹øÈ£,Àü¿ë¸éÀû,Áß°³»ç¼ÒÀçÁö,Áö¹ø,Áö¿ªÄÚµå,Ãþ,ÇØÁ¦»çÀ¯¹ß»ýÀÏ,ÇØÁ¦¿©ºÎ
3,"5,800",,1990,2015,¿ì°î±æ,00042,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0336,0001,47770,25027,1,±ÃÀü,2,4,47770-5,67.29,,336-1,47770,5,,
4,"11,100",,2014,2015,¿ì°î±æ,00027,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0348,0001,47770,25027,1,µ¿º¸ÆÓ¸®½º,2,5,47770-123,53.1462,,348-1,47770,2,,
5,"9,200",,1997,2015,Áß¾Ó±æ,00020,00000,47770,01,0,4754311,¿µ´öÀ¾ ¿ì°î¸®,0283,0000,47770,25027,1,½Å¼¼°èÅ¸¿î,2,27,47770-8,84.93,,283,47770,7,,
0,"4,000",,2003,2015,°­º¯±æ,00116,00008,47770,01,0,4754020,¿µ´öÀ¾ ³²¼®¸®,0028,0017,47770,25023,1,»ïÈ£°­º¯ºô¶ó,3,18,47770-18,84.93,,28-17,47770,6,,
1,"17,200",,2014,2015,µµ¸Å»û±æ,00038,00000,47770,01,0,4754106,¿µ´öÀ¾ ´ö°î¸®,0231,0002,47770,25024,1,µ¿º¸ÆÓ¸®½º2Â÷,3,11,47770-125,83.0471,,231-2,47770,4,,
2,"16,900",,2014,2015,µµ¸Å»û±æ,00038,00000,47770,01,0,4754106,¿µ´öÀ¾ ´ö°î¸®,0231,0002,47770,25024,1,µ¿º¸ÆÓ¸®½º2Â÷,3,13,47770-125,83.0471,,231-2,47770,3,,
3,"16,900",,2009,2015,´ö°îÃµ±æ,00034,00000,47770,01,0,4754097,¿µ´öÀ¾ ´ö°î¸®,0150,0026,47770,25024,1,ÇÑµ¿¸¾¿¡µë,3,27,47770-98,84.95,,150-26,47770,4,,
4,"13,000",,2009,2015,´ö°îÃµ±æ,00034,00000,47770,01,0,4754097,¿µ´öÀ¾ ´ö°î¸®,0150,0026,47770,25024,1,ÇÑµ¿¸¾¿¡µë,3,30,47770-98,84.97,,150-26,47770,3,,
5,"3,500",,1990,2015,Áß¾Ó±æ,00026,00000,47770,01,0,4754311,¿µ´öÀ¾ ¿ì°î¸®,0262,0000,47770,25027,1,´ë¼º±×¸°¸Ç¼Ç,3,3,47770-7,59.815,,262,47770,2,,
6,"7,400",,2003,2015,¿µ´ö·Î,00163,00000,47770,01,0,3318006,¿µ´öÀ¾ ¿ì°î¸®,0217,0000,47770,25027,1,¸¶ÀÌ´Ù½ººô,3,5,47770-16,59.85,,217,47770,6,,
7,"11,700",,2014,2015,¿ì°î±æ,00027,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0348,0001,47770,25027,1,µ¿º¸ÆÓ¸®½º,3,16,47770-123,53.1462,,348-1,47770,3,,
8,"5,300",,1993,2015,Áß¾Ó±æ,00038,00004,47770,01,0,4754311,¿µ´öÀ¾ ¿ì°î¸®,0261,0000,47770,25027,1,È«¾ÈÇàº¹Å¸¿î,3,24,47770-9,58.55,,261,47770,2,,
9,"15,200",,2014,2015,½Å°­±¸±æ,00082,00000,47770,00,,4754195,°­±¸¸é ¿ÀÆ÷¸®,0012,0004,47770,31032,1,»ï±¤ÇÏÀÌÃ÷,3,6,47770-120,71.64,,12-4,47770,5,,
10,"14,000",,2014,2015,½Å°­±¸±æ,00082,00000,47770,00,,4754195,°­±¸¸é ¿ÀÆ÷¸®,0012,0004,47770,31032,1,»ï±¤ÇÏÀÌÃ÷,3,18,47770-120,75.42,,12-4,47770,2,,
11,"15,100",,2014,2015,½Å°­±¸±æ,00082,00000,47770,00,,4754195,°­±¸¸é ¿ÀÆ÷¸®,0012,0004,47770,31032,1,»ï±¤ÇÏÀÌÃ÷,3,23,47770-120,75.42,,12-4,47770,3,,
12,"12,000",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,3,31,47770-100,114.4531,,3-116,47770,2,,
0,"4,800",,1993,2015,Áß¾Ó±æ,00038,00004,47770,01,0,4754311,¿µ´öÀ¾ ¿ì°î¸®,0261,0000,47770,25027,1,È«¾ÈÇàº¹Å¸¿î,4,20,47770-9,82.15,,261,47770,4,,
1,"6,200",,1990,2015,¿ì°î±æ,00042,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0336,0001,47770,25027,1,±ÃÀü,4,25,47770-5,67.29,,336-1,47770,1,,
2,"15,200",,2014,2015,½Å°­±¸±æ,00082,00000,47770,00,,4754195,°­±¸¸é ¿ÀÆ÷¸®,0012,0004,47770,31032,1,»ï±¤ÇÏÀÌÃ÷,4,6,47770-120,71.64,,12-4,47770,4,,
3,"6,000",,1990,2015,¿¹ÁÖ5±æ,00012,00001,47770,01,0,4754236,¿µÇØ¸é ¼º³»¸®,0431,0008,47770,36030,1,±ÃÀü,4,13,47770-14,71.29,,431-8,47770,2,,
4,"15,900",,2014,2015,¿¹ÁÖ½ÃÀå2±æ,00020,00000,47770,01,0,4754244,¿µÇØ¸é ¼º³»¸®,0506,0016,47770,36030,1,°ñµåÄ³½½,4,28,47770-124,84.496,,506-16,47770,9,,
0,"7,000",,1990,2015,°­º¯±æ,00280,00002,47770,01,0,4754020,¿µ´öÀ¾ È­°³¸®,0158,0001,47770,25022,1,µµÈ­¸Ç¼Ç,5,26,47770-3,84.94,,158-1,47770,2,,
1,"7,000",,1990,2015,°­º¯±æ,00280,00002,47770,01,0,4754020,¿µ´öÀ¾ È­°³¸®,0158,0001,47770,25022,1,µµÈ­¸Ç¼Ç,5,27,47770-3,84.94,,158-1,47770,3,,
2,"17,600",,2015,2015,µµ¸Å±æ,00016,00000,47770,01,0,4754105,¿µ´öÀ¾ ´ö°î¸®,0122,0005,47770,25024,1,½º¸¶Æ®ºä,5,11,47770-129,84.2292,,122-5,47770,6,,
3,"17,100",,2015,2015,µµ¸Å±æ,00016,00000,47770,01,0,4754105,¿µ´öÀ¾ ´ö°î¸®,0122,0005,47770,25024,1,½º¸¶Æ®ºä,5,15,47770-129,84.2292,,122-5,47770,1,,
4,"17,700",,2015,2015,µµ¸Å±æ,00016,00000,47770,01,0,4754105,¿µ´öÀ¾ ´ö°î¸®,0122,0005,47770,25024,1,½º¸¶Æ®ºä,5,15,47770-129,83.0107,,122-5,47770,4,,
5,"18,000",,2015,2015,µµ¸Å±æ,00016,00000,47770,01,0,4754105,¿µ´öÀ¾ ´ö°î¸®,0122,0005,47770,25024,1,½º¸¶Æ®ºä,5,21,47770-129,84.2292,,122-5,47770,10,,
6,"7,250",,1997,2015,Áß¾Ó±æ,00020,00000,47770,01,0,4754311,¿µ´öÀ¾ ¿ì°î¸®,0283,0000,47770,25027,1,½Å¼¼°èÅ¸¿î,5,18,47770-8,59.91,,283,47770,8,,
7,"15,200",,2014,2015,¿µ´ö´ë°Ô·Î,00035,00000,47770,02,0,3318005,°­±¸¸é °­±¸¸®,0335,0018,47770,31031,1,Çª¸¥¹Ù´ÙÅ¸¿î,5,5,47770-122,82.14,,335-18,47770,3,,
8,"25,000",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,5,4,47770-100,114.4531,,3-116,47770,6,,
9,"13,800",,2014,2015,½Å°­±¸±æ,00082,00000,47770,00,,4754195,°­±¸¸é ¿ÀÆ÷¸®,0012,0004,47770,31032,1,»ï±¤ÇÏÀÌÃ÷,5,11,47770-120,71.64,,12-4,47770,1,,
10,"21,300",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,5,13,47770-100,114.4531,,3-116,47770,8,,
11,"19,800",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,5,22,47770-100,83.6214,,3-116,47770,8,,
12,"4,700",,1994,2015,³ªºñ»ê±æ,00071,00000,47770,01,0,4754061,°­±¸¸é ¿ÀÆ÷¸®,0643,0003,47770,31032,1,»ï»ç¸Ç¼Ç,5,27,47770-10,79.21,,643-3,47770,5,,
13,"16,500",,2014,2015,¿¹ÁÖ½ÃÀå2±æ,00020,00000,47770,01,0,4754244,¿µÇØ¸é ¼º³»¸®,0506,0016,47770,36030,1,°ñµåÄ³½½,5,28,47770-124,84.496,,506-16,47770,9,,
0,"17,700",,2015,2015,µµ¸Å±æ,00016,00000,47770,01,0,4754105,¿µ´öÀ¾ ´ö°î¸®,0122,0005,47770,25024,1,½º¸¶Æ®ºä,6,22,47770-129,83.0107,,122-5,47770,3,,
1,"11,500",,2014,2015,¿ì°î±æ,00027,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0348,0001,47770,25027,1,µ¿º¸ÆÓ¸®½º,6,5,47770-123,53.1462,,348-1,47770,13,,
2,"11,500",,1991,2015,¿ì°î±æ,00048,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0322,0010,47770,25027,1,°³³ª¸®,6,16,47770-4,84.94,,322-10,47770,2,,
3,"18,500",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,6,3,47770-100,84.358,,3-116,47770,8,,
4,"19,800",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,6,26,47770-100,84.3176,,3-116,47770,8,,
0,"6,300",,2003,2015,°­º¯±æ,00116,00008,47770,01,0,4754020,¿µ´öÀ¾ ³²¼®¸®,0028,0017,47770,25023,1,»ïÈ£°­º¯ºô¶ó,7,7,47770-18,84.93,,28-17,47770,9,,
1,"6,800",,2003,2015,°­º¯±æ,00116,00008,47770,01,0,4754020,¿µ´öÀ¾ ³²¼®¸®,0028,0017,47770,25023,1,»ïÈ£°­º¯ºô¶ó,7,9,47770-18,84.93,,28-17,47770,8,,
2,"7,050",,1997,2015,Áß¾Ó±æ,00020,00000,47770,01,0,4754311,¿µ´öÀ¾ ¿ì°î¸®,0283,0000,47770,25027,1,½Å¼¼°èÅ¸¿î,7,14,47770-8,59.91,,283,47770,4,,
3,"17,900",,2014,2015,¿ì°î±æ,00027,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0348,0001,47770,25027,1,µ¿º¸ÆÓ¸®½º,7,28,47770-123,81.8706,,348-1,47770,2,,
4,"15,500",,2014,2015,¿µ´ö´ë°Ô·Î,00035,00000,47770,02,0,3318005,°­±¸¸é °­±¸¸®,0335,0018,47770,31031,1,Çª¸¥¹Ù´ÙÅ¸¿î,7,22,47770-122,82.14,,335-18,47770,5,,
5,"14,500",,2014,2015,½Å°­±¸±æ,00082,00000,47770,00,,4754195,°­±¸¸é ¿ÀÆ÷¸®,0012,0004,47770,31032,1,»ï±¤ÇÏÀÌÃ÷,7,3,47770-120,75.42,,12-4,47770,1,,
6,"4,000",,1991,2015,½Å°­±¸±æ,00059,00001,47770,01,0,4754195,°­±¸¸é ¿ÀÆ÷¸®,0003,0132,47770,31032,1,Ãµ¿ìºñÄ¡Å¸¿î,7,16,47770-12,78.92,,3-132,47770,1,,
7,"17,500",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,7,25,47770-100,84.358,,3-116,47770,6,,
8,"6,500",,1996,2015,¿¹ÁÖ±æ,00121,00015,47770,00,,4754241,¿µÇØ¸é ±«½Ã¸®,0158,0003,47770,36031,1,¿¹ÁÖºñÄ¡,7,31,47770-15,59.64,,158-3,47770,7,,
0,"17,300",,2015,2015,µµ¸Å±æ,00016,00000,47770,01,0,4754105,¿µ´öÀ¾ ´ö°î¸®,0122,0005,47770,25024,1,½º¸¶Æ®ºä,8,6,47770-129,84.2292,,122-5,47770,2,,
1,"9,000",,1991,2015,¿ì°î±æ,00048,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0322,0010,47770,25027,1,°³³ª¸®,8,15,47770-4,84.94,,322-10,47770,4,,
2,"13,500",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,8,6,47770-100,84.358,,3-116,47770,7,,
3,"14,000",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,8,10,47770-100,83.6214,,3-116,47770,7,,
4,"13,900",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,8,12,47770-100,83.6214,,3-116,47770,5,,
5,"13,800",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,8,19,47770-100,84.3176,,3-116,47770,5,,
6,"15,500",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,8,21,47770-100,114.4531,,3-116,47770,5,,
0,"7,400",,2003,2015,¿µ´ö·Î,00163,00000,47770,01,0,3318006,¿µ´öÀ¾ ¿ì°î¸®,0217,0000,47770,25027,1,¸¶ÀÌ´Ù½ººô,9,10,47770-16,59.85,,217,47770,7,,
1,"15,000",,2013,2015,´ö°îÃµ±æ,00014,00001,47770,01,0,4754097,¿µ´öÀ¾ ¿ì°î¸®,0340,0001,47770,25027,1,ºÎ¿ë¸¶Å©ºä,9,16,47770-117,82.5696,,340-1,47770,5,,
0,"7,000",,1993,2015,Áß¾Ó±æ,00038,00004,47770,01,0,4754311,¿µ´öÀ¾ ¿ì°î¸®,0261,0000,47770,25027,1,È«¾ÈÇàº¹Å¸¿î,10,5,47770-9,82.15,,261,47770,5,,
1,"9,200",,1991,2015,¿ì°î±æ,00048,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0322,0010,47770,25027,1,°³³ª¸®,10,12,47770-4,84.94,,322-10,47770,4,,
2,"15,450",,2014,2015,¿µ´ö´ë°Ô·Î,00035,00000,47770,02,0,3318005,°­±¸¸é °­±¸¸®,0335,0018,47770,31031,1,Çª¸¥¹Ù´ÙÅ¸¿î,10,28,47770-122,82.14,,335-18,47770,4,,
3,"3,800",,1994,2015,³ªºñ»ê±æ,00071,00000,47770,01,0,4754061,°­±¸¸é ¿ÀÆ÷¸®,0643,0003,47770,31032,1,»ï»ç¸Ç¼Ç,10,5,47770-10,55.6,,643-3,47770,3,,
4,"19,825",,2011,2015,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,10,16,47770-100,84.3176,,3-116,47770,4,,
5,"16,000",,2014,2015,½Å°­±¸±æ,00082,00000,47770,00,,4754195,°­±¸¸é ¿ÀÆ÷¸®,0012,0004,47770,31032,1,»ï±¤ÇÏÀÌÃ÷,10,27,47770-120,71.64,,12-4,47770,3,,
0,"6,500",,1994,2015,±ºÃ»±æ,00130,00000,47770,01,0,4754048,¿µ´öÀ¾ ³²¼®¸®,0288,0000,47770,25023,1,µ¿¹®,11,25,47770-2,59.48,,288,47770,2,,
1,"13,000",,1997,2015,Áß¾Ó±æ,00020,00000,47770,01,0,4754311,¿µ´öÀ¾ ¿ì°î¸®,0283,0000,47770,25027,1,½Å¼¼°èÅ¸¿î,11,10,47770-8,84.93,,283,47770,13,,
2,"10,200",,1997,2015,Áß¾Ó±æ,00020,00000,47770,01,0,4754311,¿µ´öÀ¾ ¿ì°î¸®,0283,0000,47770,25027,1,½Å¼¼°èÅ¸¿î,11,12,47770-8,84.18,,283,47770,6,,
3,"17,900",,2014,2015,¿ì°î±æ,00027,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0348,0001,47770,25027,1,µ¿º¸ÆÓ¸®½º,11,13,47770-123,81.8706,,348-1,47770,3,,
4,"17,200",,2014,2015,¿ì°î±æ,00027,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0348,0001,47770,25027,1,µ¿º¸ÆÓ¸®½º,11,13,47770-123,81.8706,,348-1,47770,4,,
5,"11,000",,2014,2015,¿ì°î±æ,00027,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0348,0001,47770,25027,1,µ¿º¸ÆÓ¸®½º,11,19,47770-123,53.1462,,348-1,47770,5,,
6,"16,500",,2014,2015,¿¹ÁÖ½ÃÀå2±æ,00020,00000,47770,01,0,4754244,¿µÇØ¸é ¼º³»¸®,0506,0016,47770,36030,1,°ñµåÄ³½½,11,18,47770-124,84.496,,506-16,47770,4,,
0,"6,500",,1990,2015,°­º¯±æ,00280,00002,47770,01,0,4754020,¿µ´öÀ¾ È­°³¸®,0158,0001,47770,25022,1,µµÈ­¸Ç¼Ç,12,30,47770-3,84.94,,158-1,47770,5,,
1,"17,900",,2015,2015,µµ¸Å±æ,00016,00000,47770,01,0,4754105,¿µ´öÀ¾ ´ö°î¸®,0122,0005,47770,25024,1,½º¸¶Æ®ºä,12,21,47770-129,84.2292,,122-5,47770,4,,
2,"6,400",,2003,2015,¿µ´ö·Î,00163,00000,47770,01,0,3318006,¿µ´öÀ¾ ¿ì°î¸®,0217,0000,47770,25027,1,¸¶ÀÌ´Ù½ººô,12,3,47770-16,59.85,,217,47770,2,,
3,"7,500",,2003,2015,¿µ´ö·Î,00163,00000,47770,01,0,3318006,¿µ´öÀ¾ ¿ì°î¸®,0217,0000,47770,25027,1,¸¶ÀÌ´Ù½ººô,12,11,47770-16,59.85,,217,47770,7,,
4,"7,000",,2003,2015,¿µ´ö·Î,00163,00000,47770,01,0,3318006,¿µ´öÀ¾ ¿ì°î¸®,0217,0000,47770,25027,1,¸¶ÀÌ´Ù½ººô,12,22,47770-16,59.85,,217,47770,4,,
5,"6,300",,1996,2015,¿ÀÆ÷±æ,00010,00000,47770,01,0,4754267,°­±¸¸é ¿ÀÆ÷¸®,0081,0008,47770,31032,1,Çý±¤ºô¶ó,12,21,47770-13,84.842,,81-8,47770,7,,
6,"7,800",,1996,2015,¿¹ÁÖ±æ,00121,00015,47770,00,,4754241,¿µÇØ¸é ±«½Ã¸®,0158,0003,47770,36031,1,¿¹ÁÖºñÄ¡,12,19,47770-15,59.64,,158-3,47770,6,,
0,"8,500",,1990,2016,°­º¯±æ,00280,00002,47770,01,0,4754020,¿µ´öÀ¾ È­°³¸®,0158,0001,47770,25022,1,µµÈ­¸Ç¼Ç,1,1,47770-3,84.94,,158-1,47770,2,,
1,"7,200",,2003,2016,¿µ´ö·Î,00163,00000,47770,01,0,3318006,¿µ´öÀ¾ ¿ì°î¸®,0217,0000,47770,25027,1,¸¶ÀÌ´Ù½ººô,1,4,47770-16,59.85,,217,47770,4,,
2,"9,900",,1997,2016,Áß¾Ó±æ,00020,00000,47770,01,0,4754311,¿µ´öÀ¾ ¿ì°î¸®,0283,0000,47770,25027,1,½Å¼¼°èÅ¸¿î,1,11,47770-8,84.93,,283,47770,8,,
3,"7,000",,2003,2016,¿µ´ö·Î,00163,00000,47770,01,0,3318006,¿µ´öÀ¾ ¿ì°î¸®,0217,0000,47770,25027,1,¸¶ÀÌ´Ù½ººô,1,18,47770-16,59.85,,217,47770,5,,
4,"6,500",,1993,2016,Áß¾Ó±æ,00038,00004,47770,01,0,4754311,¿µ´öÀ¾ ¿ì°î¸®,0261,0000,47770,25027,1,È«¾ÈÇàº¹Å¸¿î,1,21,47770-9,67.57,,261,47770,4,,
5,"9,500",,1997,2016,Áß¾Ó±æ,00020,00000,47770,01,0,4754311,¿µ´öÀ¾ ¿ì°î¸®,0283,0000,47770,25027,1,½Å¼¼°èÅ¸¿î,1,23,47770-8,84.93,,283,47770,1,,
6,"14,000",,2011,2016,½Å°­±¸6±æ,00026,00000,47770,01,0,4754194,°­±¸¸é ¿ÀÆ÷¸®,0003,0116,47770,31032,1,±Ý°­¿¤¸®½Ã¾Æ,1,21,47770-100,84.3176,,3-116,47770,2,,
7,"6,700",,1990,2016,¿¹ÁÖ5±æ,00012,00001,47770,01,0,4754236,¿µÇØ¸é ¼º³»¸®,0431,0008,47770,36030,1,±ÃÀü,1,12,47770-14,80.01,,431-8,47770,4,,
8,"16,500",,2014,2016,¿¹ÁÖ½ÃÀå2±æ,00020,00000,47770,01,0,4754244,¿µÇØ¸é ¼º³»¸®,0506,0016,47770,36030,1,°ñµåÄ³½½,1,20,47770-124,84.496,,506-16,47770,10,,
0,"7,100",,1994,2016,±ºÃ»±æ,00130,00000,47770,01,0,4754048,¿µ´öÀ¾ ³²¼®¸®,0288,0000,47770,25023,1,µ¿¹®,2,19,47770-2,84.92,,288,47770,4,,
1,"7,000",,1990,2016,¿ì°î±æ,00042,00000,47770,01,0,4754273,¿µ´öÀ¾ ¿ì°î¸®,0336,0001,47770,25027,1,±ÃÀü,2,16,47770-5,67.29,,336-1,47770,2,,
2,"21,000",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,16,47770-133,84.9007,,522,47770,9,,
3,"20,700",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,16,47770-133,84.9697,,522,47770,5,,
4,"20,695",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,24,47770-133,84.8021,,522,47770,10,,
5,"7,250",,2003,2016,¿µ´ö·Î,00163,00000,47770,01,0,3318006,¿µ´öÀ¾ ¿ì°î¸®,0217,0000,47770,25027,1,¸¶ÀÌ´Ù½ººô,2,29,47770-16,59.85,,217,47770,2,,
6,"20,496",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,84.9007,,522,47770,2,,
7,"20,496",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,84.8021,,522,47770,2,,
8,"20,298",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,84.8021,,522,47770,1,,
9,"20,695",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,84.8021,,522,47770,3,,
10,"20,496",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,84.8021,,522,47770,2,,
11,"20,496",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,84.8021,,522,47770,2,,
12,"20,496",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,84.9007,,522,47770,2,,
13,"20,496",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,84.8021,,522,47770,2,,
14,"20,298",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,84.8021,,522,47770,1,,
15,"17,317",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,71.0084,,522,47770,2,,
16,"17,150",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,71.0084,,522,47770,1,,
17,"20,695",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,84.8021,,522,47770,5,,
18,"20,496",,2015,2016,À¾»ç¹«¼Ò1±æ,00042,00021,47770,00,0,4754503,¿µ´öÀ¾ ¿ì°î¸®,0522,0000,47770,25027,1,¿µ´ö¿ìÁø¼¾Æ®·²ÇÏÀÓ,2,29,47770-133,84.8021,,522,47770,2,,
