,갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
0,,1997,,,2012,옥천읍 죽향리,800,옥향아파트,1,30,31,59.76,,,153,43730,5
1,,1998,,,2012,옥천읍 문정리,"5,000",옥천문정주공(2)단지,1,0,2,49.62,,,374,43730,12
2,,1998,,,2012,옥천읍 문정리,"2,000",옥천문정주공(2)단지,1,10,4,49.62,,,374,43730,1
3,,1999,,,2012,옥천읍 문정리,"1,000",옥천문정주공(3)단지아파트,1,35,6,49.85,,,376,43730,5
4,,1999,,,2012,옥천읍 문정리,"1,000",옥천문정주공(3)단지아파트,1,35,6,49.85,,,376,43730,14
5,,1998,,,2012,옥천읍 문정리,"5,200",옥천문정주공(2)단지,1,0,9,49.62,,,374,43730,4
6,,1999,,,2012,옥천읍 문정리,"2,000",옥천문정주공(3)단지아파트,1,25,17,49.85,,,376,43730,14
7,,1998,,,2012,옥천읍 문정리,"5,100",옥천문정주공(2)단지,1,0,20,49.62,,,374,43730,9
8,,1998,,,2012,옥천읍 문정리,"3,000",옥천문정주공(2)단지,1,10,26,49.62,,,374,43730,8
9,,1998,,,2012,옥천읍 문정리,"4,500",옥천문정주공(2)단지,1,0,26,49.62,,,374,43730,3
10,,1998,,,2012,옥천읍 문정리,"5,500",옥천문정주공(2)단지,1,0,30,49.62,,,374,43730,11
11,,1995,,,2012,옥천읍 금구리,"2,000",옥천가화현대아파트,1,40,12,84.68,,,235-1,43730,14
12,,2002,,,2012,옥천읍 장야리,"8,500",옥천장야주공(1)단지,1,0,9,59.64,,,313,43730,5
13,,2003,,,2012,옥천읍 장야리,"1,159",장야2주공아파트,1,11,12,51.95,,,311,43730,2
0,,1997,,,2012,옥천읍 죽향리,"9,000",옥향아파트,2,0,14,84.985,,,153,43730,7
1,,2004,,,2012,옥천읍 죽향리,"9,000",옥천향수마을아파트,2,0,22,84.8019,,,196-2,43730,6
2,,1998,,,2012,옥천읍 문정리,"4,000",옥천문정주공(2)단지,2,0,6,49.62,,,374,43730,5
3,,1998,,,2012,옥천읍 문정리,"4,500",옥천문정주공(2)단지,2,0,14,49.62,,,374,43730,10
4,,1998,,,2012,옥천읍 문정리,"2,500",옥천문정주공(2)단지,2,15,21,49.62,,,374,43730,1
5,,1998,,,2012,옥천읍 문정리,"2,500",옥천문정주공(2)단지,2,18,22,49.62,,,374,43730,9
6,,1997,,,2012,옥천읍 문정리,"2,000",대성진달래아파트,2,40,23,84.495,,,467-5,43730,1
7,,1998,,,2012,옥천읍 문정리,"5,000",옥천문정주공(2)단지,2,0,24,49.62,,,374,43730,9
8,,1993,,,2012,옥천읍 대천리,300,청솔아파트,2,20,13,39.95,,,373-1,43730,4
9,,1992,,,2012,옥천읍 마암리,"4,000",현대아파트,2,0,27,74.88,,,16,43730,13
10,,1995,,,2012,옥천읍 금구리,"2,000",옥천가화현대아파트,2,40,27,84.68,,,235-1,43730,5
11,,1995,,,2012,옥천읍 금구리,"4,000",옥천가화현대아파트,2,0,27,59.88,,,235-1,43730,15
12,,1994,,,2012,옥천읍 장야리,"6,500",성진,2,0,16,84.52,,,262,43730,6
0,,1999,,,2012,옥천읍 문정리,"5,000",옥천문정주공(3)단지아파트,3,0,16,49.85,,,376,43730,5
1,,1998,,,2012,옥천읍 문정리,"2,000",옥천문정주공(2)단지,3,25,21,49.62,,,374,43730,6
2,,1999,,,2012,옥천읍 문정리,"5,300",옥천문정주공(3)단지아파트,3,0,31,49.85,,,376,43730,15
3,,1995,,,2012,옥천읍 금구리,"6,500",옥천가화현대아파트,3,0,6,59.88,,,235-1,43730,10
4,,2002,,,2012,옥천읍 장야리,"6,000",옥천장야주공(1)단지,3,0,13,51.95,,,313,43730,1
5,,1990,,,2012,옥천읍 장야리,"3,300",그린아파트,3,0,19,68.24,,,262-2,43730,6
0,,1997,,,2012,옥천읍 죽향리,"5,000",옥향아파트,4,0,7,59.76,,,153,43730,8
1,,1998,,,2012,옥천읍 문정리,"5,000",옥천문정주공(2)단지,4,0,12,49.62,,,374,43730,15
2,,1998,,,2012,옥천읍 문정리,"2,000",옥천문정주공(2)단지,4,20,19,49.62,,,374,43730,13
3,,1998,,,2012,옥천읍 문정리,"3,500",옥천문정주공(2)단지,4,0,21,49.62,,,374,43730,3
4,,1998,,,2012,옥천읍 문정리,"1,000",옥천문정주공(2)단지,4,25,23,49.62,,,374,43730,15
5,,1999,,,2012,옥천읍 문정리,"6,000",옥천문정주공(3)단지아파트,4,0,24,49.85,,,376,43730,12
6,,1999,,,2012,옥천읍 문정리,"1,000",옥천문정주공(3)단지아파트,4,35,25,49.85,,,376,43730,6
7,,1995,,,2012,옥천읍 금구리,"1,000",옥천가화현대아파트,4,30,18,59.88,,,235-1,43730,9
0,,1997,,,2012,옥천읍 문정리,"9,000",대성진달래아파트,5,0,7,84.495,,,467-5,43730,10
1,,1999,,,2012,옥천읍 문정리,"1,000",옥천문정주공(3)단지아파트,5,35,18,49.85,,,376,43730,6
2,,1993,,,2012,옥천읍 대천리,200,청솔아파트,5,16,28,39.95,,,373-1,43730,2
3,,2002,,,2012,옥천읍 장야리,"8,500",옥천장야주공(1)단지,5,0,7,59.64,,,313,43730,2
4,,2003,,,2012,옥천읍 장야리,"1,159",장야2주공아파트,5,11,16,51.95,,,311,43730,15
5,,2003,,,2012,옥천읍 장야리,"1,149",장야2주공아파트,5,11,18,51.49,,,311,43730,5
0,,1997,,,2012,옥천읍 죽향리,"7,000",옥향아파트,6,0,18,84.985,,,153,43730,7
1,,2007,,,2012,옥천읍 문정리,"10,000",하늘빛아파트,6,0,4,59.8563,,,430-1,43730,12
2,,1998,,,2012,옥천읍 문정리,"1,100",옥천문정주공(2)단지,6,25,10,49.62,,,374,43730,8
3,,1999,,,2012,옥천읍 문정리,"3,500",옥천문정주공(3)단지아파트,6,0,12,49.85,,,376,43730,1
4,,1998,,,2012,옥천읍 문정리,"5,000",옥천문정주공(2)단지,6,0,26,49.62,,,374,43730,11
5,,1998,,,2012,옥천읍 문정리,"5,000",옥천문정주공(2)단지,6,0,28,49.62,,,374,43730,7
6,,1998,,,2012,옥천읍 문정리,"1,000",옥천문정주공(2)단지,6,25,30,49.62,,,374,43730,8
7,,2002,,,2012,옥천읍 금구리,500,다산금빛아파트,6,40,5,59.85,,,235-26,43730,1
8,,2003,,,2012,옥천읍 장야리,"1,106",장야2주공아파트,6,10,21,51.49,,,311,43730,14
